"Realm","Character","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Minimum LB Points","Limit Break Bonus","Mastery Bonus","Relic","Name (JP)","ID"
"IX","Marcus","Woven Bond: Marcus (Poison)","LBC","PHY","Single enemy","Physical","8.00","Poison, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Poison Chain (max 150, field +0%) or adds 25 to the current Poison Chain maximum limit, grants [Chain Force Mode (Marcus - Poison)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Marcus' Diamond Bangle (IX)","紡絆・マーカス毒","23070018"
"X","Tidus","Water Raiment (Tidus)","LBG","NAT","All allies","","","","0.01","Grants [Attach Water]","N","All allies","250","Water Damage Up","ATK +10","Defending Shield (X)","水装【ティーダ】","20130022"
"X","Tidus","Heavy Rain","LBO","PHY","Single enemy","Physical","32.00","Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [100% Critical 1] and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Fayth Sphere (X)","ヘヴィレイン","20130023"
"X","Tidus","Woven Bond: Tidus (Water)","LBC","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode: Tidus (Water)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Hauteclaire (X)","紡絆・ティーダ水","20130032"
"X","Tidus","Woven Bond: Tidus","LBC","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit, grants [Chain Force Mode: Tidus] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Tidus's Gloves (X)","紡絆・ティーダ","20130037"
"X","Jecht","Ultimate Jecht Beam","LBO","PHY","Single enemy","Physical","32.00","Dark, Fire","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Aeon Ball (X)","真・ジェクトビーム","22090017"
"X","Jecht","Woven Bond: Jecht","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, element of entry damage changes from Dark/NE to Fire/NE if the user has any Attach Fire, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit, grants [Chain Force Mode (Jecht)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Hell Claw (X)","紡絆・ジェクト","22090024"
"X","Yuna","Guardian Valefor","LBGS","NAT","Self","","","","0.01","Summons Valefor for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Holy 3 with Stacking] and [Damage Cap +20000] to Valefor","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Prism Rod (X)","Gヴァルファーレ","20520024"
"X","Yuna","Blast Ray","LBO","SUM","Single enemy","Magical","96.00","Holy, Wind","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES, grants [HP Stock (3000)] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Rod of Faith (X)","ブラスト・レイ","20520030"
"X","Yuna","Woven Bond: Yuna (Holy)","LBC","SUM","Single enemy","Magical","26.00","Holy, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode (Yuna)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Diamond Tiara (X)","紡絆・ユウナ聖","20520035"
"X","Wakka","Water Flash (Wakka)","LBG","PHY","Single enemy","Physical","3.36","Water, NE","0.01","One single attack (3.36) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","250","Water Damage Up","ATK +10","Blind Pass (X)","水閃【ワッカ】","20150014"
"X","Wakka","Blitz Off","LBO","PHY","Single enemy","Physical","40.00","Water","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Breakaway (X)","ブリッツオフ","20150019"
"X","Wakka","Spiraling Flash (Wakka)","LBG","NAT","Single enemy","","","","0.01","Causes [Imperil Water 40% (5s)], grants [Quick Cast 2] to all allies","N","Lowest HP% enemy","0","Water Damage Up","ATK +10","Power Play (X)","降閃【ワッカ】","20150020"
"X","Wakka","Woven Bond: Wakka (Water)","LBC","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Wakka)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Double Penalty (X)","紡絆・ワッカ水","20150023"
"X","Wakka","Woven Bond (Wakka)","LBC","PHY","Single enemy","Physical","","Water, NE","0.01","Ten single ranged attacks (? each) capped at 19999, activates X Chain (max 150, field +0%) or adds 25 to the current X Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Wakka)] and [Instant ATB 1]","N","Lowest HP% enemy","250","","","","紡絆・ワッカ","20150029"
"X","Auron","Secret Dragon Fang","LBO","PHY","Single enemy","Physical","40.00","Fire","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Ichimonji (X)","秘伝・牙龍","20690024"
"X","Auron","Woven Bond: Auron (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Auron)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Crimson Cherry (X)","紡絆・アーロン炎","20690028"
"X","Rikku","Mix Bubble Bomb","LBO","PHY","Single enemy","Physical","32.00","Water","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [50% Damage Reduction Barrier 2] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Rikku's Lady Luck Gloves (X)","調合バブルボム","20970026"
"X","Rikku","Woven Bond (Rikku - Water)","LBC","PHY","Single enemy","Physical","8.00","Water, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode (Rikku - Water)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Iron Fist (X)","紡絆・リュック水","20970031"
"X","Lulu","Tri-Energy","LBO","BLK","Single enemy","Magical","96.00","Ice, Water, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Tonberry Doll (X)","トライエナジー","20880022"
"X","Paine","Practiced Blade","LBO","PHY","Single enemy","Physical","40.00","Water","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Silvance (X)","斬騎の刃","22420022"
"X","Seymour","Woven Bond (Seymour - Dark)","LBC","SUM","Single enemy","Magical","","Dark","0.01","Ten single attacks (? each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Seymour - Dark)] and [Instant ATB1 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・シーモア闇","22540022"
"XI","Shantotto","Ancient Magic Burst II","LBO","BLK","Single enemy","Magical","120.00","Lightning","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Ramuh's Staff (XI)","古代魔法・バーストII","22360010"
"XI","Shantotto","Guardian Colossal Shantotto","LBGS","NAT","Self","","","","0.01","Summons Colossal Shantotto for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000] and [Last Stand] to Colossal Shantotto","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","White Joker (XI)","GC・シャントット","22360019"
"XI","Shantotto","Woven Bond: Shantotto (Lightning)","LBC","BLK","Single enemy","Magical","26.00","Lightning, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (Shantotto - Lightning)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Wise Wizard's Staff (XI)","紡絆・シャントット雷","22360023"
"XI","Zeid","Ground Strike","LBO","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Martial Sword (XI)","グラウンドストライク","22890009"
"XI","Zeid","Woven Bond: Zeid (Dark)","LBC","PHY","Single enemy","Physical","8.00","Dark, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode (Zeid)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Greatsword (XI)","紡絆・ザイド闇","22890015"
"XI","Prishe","Chi Blast","LBO","PHY","Single enemy","Physical","32.00","Lightning, Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Gnole Sainti (XI)","気孔弾","22680014"
"XI","Prishe","Woven Bond: Prishe","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Lightning/NE to Ice/NE if the user has any Attach Ice, activates XI Chain (max 150, field +0%) or adds 25 to the current XI Chain maximum limit, grants [Chain Force Mode (Prishe)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Healing Jstcorps (XI)","紡絆・プリッシュ","22680017"
"XI","Lion","Woven Bond: Lion","LBC","PHY","Single enemy","Physical","","Water, NE","0.01","Ten single attacks (? each) capped at 19999, activates Water Chain (max 150, field +0%) or adds 25 to the current Water Chain maximum limit, grants [Chain Force Mode (Lion)] and [Instant ATB1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","War Aketon (XI)","紡絆・ライオン水","22690020"
"XI","Lilisette","Guardian Lady Lilith","LBGS","NAT","Self","","","","0.01","Summons Lady Lilith for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000], [Overflow Radiant Shield: 700%] and [Last Stand] to Lady Lilith","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Dancer's Tights (XI)","Gレディ・リリス","23350006"
"XI","Arciela","Guardian Darrcuiln","LBGS","NAT","Self","","","","0.01","Summons Darrcuiln for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Quad Element Mode (Ice/Lightning/Water/Wind)], [Damage Cap +20000], [Last Stand], [Buff Ice 60% (15s)], [Buff Lightning 60% (15s)], [Buff Water 60% (15s)] and [Buff Wind 60% (15s)] to Darrcuiln","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Witching Robe (XI)","Gダラクァルン","23540004"
"XI","Curilla","Atonement","LBO","PHY","Single enemy","Physical","40.00","Holy","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Burtgang (XI)","ロイエ","22470017"
"XII","Vaan","Swift Superstar","LBO","PHY","Single enemy","Physical","40.00","Wind","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Lust Dagger (XII)","スピードスーパースター","20700018"
"XII","Vaan","Woven Bond: Vaan (Wind)","LBC","PHY","Single enemy","Physical","8.00","Wind, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Wind Chain (max 150, field +0%) or adds 25 to the current Wind Chain maximum limit, grants [Chain Force Mode (Vaan)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Enhancer (XII)","紡絆・ヴァン風","20700031"
"XII","Fran","Dual Mist","LBO","PHY","Single enemy","Physical","32.00","Ice, Lightning","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Gastrophetes (XII)","デュアルミスト","20390018"
"XII","Fran","Woven Bond: Fran (Ice)","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode: Fran (Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Battle Suit (XII)","紡絆・フラン氷","20390032"
"XII","Penelo","Woven Bond: Penelo","LBC","WHT","Single enemy","Magical","","Holy, NE","0.01","Ten single attacks (? each) capped at 19999, activates XII Chain (max 150, field +0%) or adds 25 to the current XII Chain maximum limit, and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Penelo)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・パンネロ","22060017"
"XII","Gabranth","Dual Rend","LBO","PHY","Single enemy","Physical","40.00","Dark","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Twilight (XII)","二刀連斬","22370016"
"XII","Basch","Captain's Oathblade","LBO","PHY","Single enemy","Physical","32.00","Holy, Fire","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Galatyn (XII)","勇将の誓剣","22180018"
"XII","Basch","Woven Bond: Basch (Holy)","LBC","PHY","Single enemy","Physical","8.00","Holy, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Basch)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Maximillian (XII)","紡絆・バッシュ聖","22180027"
"XII","Vayne","Contempt","LBO","NAT","Single enemy","Hybrid","-","Dark","2.50","Four single ranged hybrid attacks (1.00 or 3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, ignores RES, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Enigma (XII)","断罪","22620011"
"XII","Reks","Woven Bond (Reks)","LBC","PHY","Single enemy","Physical","","Lightning, NE","0.01","Ten single attacks (? each) capped at 19999, activates XII Chain (max 150, field +0%) or adds 25 to the current XII Chain maximum limit, grants [Chain Force Mode (Reks)] and [Instant Cast 1] to the user","N","Lowest HP% enemy","250","","","","紡絆・レックス","22770018"
"XII","Ashe","Thunder Flash (Ashe)","LBG","BLK","Single enemy","Magical","7.50","Lightning, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","Lightning Damage Up","","Crown of Laurels (XII)","雷閃【アーシェ】","20710019"
"XII","Ashe","Northswain Bolt","LBO","BLK","Single enemy","Magical","120.00","Lightning","2.50","Five single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Queen's Veil (XII)","天砕北斗稲妻斬","20710022"
"XII","Ashe","Woven Bond: Ashe (Lightning)","LBC","BLK","Single enemy","Magical","26.00","Lightning","0.01","Ten single attacks (2.60 each) capped at 19999, activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (Ashe)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Vigilante (XII)","紡絆・アーシェ雷","20710025"
"XII","Balthier","True Fires of War","LBO","PHY","Single enemy","Physical","24.00","Fire","2.50","Five single ranged attacks (0.60 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Procyon (XII)","真・略奪のコンパス","20440024"
"XII","Balthier","Woven Bond: Balthier (Fire)","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Fire Chain (max 150, field +0%) or adds 25 to the current Fire Chain maximum limit, grants [Chain Force Mode (Balthier)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Brave Suit (XII)","紡絆・バルフレア炎","20440027"
"XIII","Lightning","Artemis's Arrows","LBO","PHY","Single enemy","Physical","40.00","Lightning","2.50","Five single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Helter-Skelter (XIII)","アルテミスピアス","20600026"
"XIII","Lightning","Guardian Odin","LBGS","NAT","Self","","","","0.01","Summons Odin for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Lightning 3 with Stacking], [Damage Cap +20000] and [Last Stand] to Odin","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","Velvet Bouncer (XIII)","Gオーディン","20600034"
"XIII","Lightning","Woven Bond: Lightning","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999, element of entry damage changes from Lightning/NE to Holy/NE if the user has any Attach Holy, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit, grants [Chain Force Mode (Lightning (XIII))] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Excalibur (XIII)","紡絆・ライトニング","20600039"
"XIII","Lightning","Woven Bond: Lightning (Lightning)","LBC","PHY","Single enemy","Physical","8.00","Lightning, NE","0.01","Ten single attacks (0.80 each) capped at 19999 activates Lightning Chain (max 150, field +0%) or adds 25 to the current Lightning Chain maximum limit, grants [Chain Force Mode (Lightning (Lightning))] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Demonslayer (XIII)","紡絆・ライトニング雷","20600044"
"XIII","Snow","Ice Raiment (Snow)","LBG","NAT","All allies","","","","0.01","Grants [Attach Ice]","N","All allies","250","Ice Damage Up","ATK +10","Chivalry Emblem (XIII)","氷装【スノウ】","20310020"
"XIII","Snow","Ice Chain Promise","LBO","PHY","Single enemy","Physical","32.00","Ice","2.50","Four single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance, grants [50% Damage Reduction Barrier 2] to all allies","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Crystal Guard (XIII)","氷鎖の約束","20310021"
"XIII","Snow","Guardian Shiva","LBGS","NAT","Self","","","","0.01","Summons Shiva for 5 seconds, grants [Protect], [Shell], [Haste], [Instant ATB 1], [DEF and RES +200% (25s)], [Attach Ice 3 with Stacking] and [Damage Cap +20000] to Shiva","N","Self","250","Guardian Summon Damage Up, Damage Reduction Barrier","","White Armlet (XIII)","Gシヴァ","20310030"
"XIII","Snow","Woven Bond: Snow (Ice)","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode (Snow)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Maverick (XIII)","紡絆・スノウ氷","20310032"
"XIII","Vanille","Woven Bond: Vanille","LBC","WHM","Single enemy","Magical","27.00","Holy, NE","0.01","Ten single attacks (2.70 each) capped at 19999, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Vanille] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Luminous Robe (XIII)","紡絆・ヴァニラ","20320022"
"XIII","Sazh","Father's Gift","LBO","PHY","Single enemy","Physical","32.00","Fire, Ice, Lightning","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Procyons (XIII)","息子に届け","20610016"
"XIII","Sazh","Woven Bond: Sazh","LBC","PHY","Single enemy","Physical","8.00","Fire, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates XIII Chain (max 150, field +0%) or adds 25 to the current XIII Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode (Sazh)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Hydras (XIII)","紡絆・サッズ","20610021"
"XIII","Hope","Divine Flash (Hope)","LBG","BLK","Single enemy","Magical","7.50","Holy, NE","0.01","One single attack (7.50) capped at 99999, grants [Limit Break Gauge +250] to the user","N","Lowest HP% enemy","0","Holy Damage Up","MAG +10","Shaman's Mark (XIII)","聖閃【ホープ】","20770016"
"XIII","Hope","Woven Bond: Hope (Holy)","LBC","SUM","Single enemy","Magical","26.00","Holy, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Holy Chain (max 150, field +0%) or adds 25 to the current Holy Chain maximum limit, grants [Chain Force Mode: Hope (Holy)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Naberius (XIII)","紡絆・ホープ聖","20770025"
"XIII","Fang","Highwind Dive","LBO","PHY","Single enemy","Physical","40.00","Wind","2.50","Five single ranged jump attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Dragon Gloves (XIII)","ハイウィンドダイブ","22030022"
"XIII","Noel","Javelin Rush","LBO","PHY","Single enemy","Physical","32.00","Ice, Water","2.50","Four single ranged attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Durable Grimoire Hat (XIII)","ジャベリンラッシュ","22450019"
"XIII","Noel","Woven Bond: Noel (Ice)","LBC","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single ranged attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit, grants [Chain Force Mode (Noel - Ice)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Noel's Balmung (XIII)","紡絆・ノエル氷","22450024"
"XIII","Noel","Bond Flash: Noel","LBG","NAT","All allies","","","","0.01","Grants [Quick Cast 2], and [ATK and MAG +30%, DEF and RES +25% (25s)] with at least 4 XIII members in the party","N","All allies","250","Prismatic Damage Up","ATK +10","Lunate Armlet (XIII)","絆閃【ノエル】","22450031"
"XIII","Serah","Our Private Heaven","LBO","BLK","Single enemy","Magical","96.00","Ice, Water","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Magic Bow (XIII)","秘密の場所だね","22260032"
"XIII","Cid Raines","Woven Bond: Raines (Dark)","LBC","BLK","Single enemy","Magical","26.00","Dark, NE","0.01","Ten single attacks (2.60 each) capped at 19999, activates Dark Chain (max 150, field +0%) or adds 25 to the current Dark Chain maximum limit, grants [Chain Force Mode (Raines - Dark)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Raines' Steel Claw (XIII)","紡絆・レインズ闇","22410023"
"XIV","Y'shtola","Scion's Meteor","LBO","BLK","Single enemy","Magical","96.00","Fire, Ice, Lightning, Dark","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Night Seeker (XIV)","サイオンズ・メテオ","20960011"
"XIV","Y'shtola","Woven Bond: Y'shtola","LBC","BLK","Single enemy","Magical","26.00","Fire, NE","0.01","Ten single attacks (2.60 each) capped at 19999, element of entry damage changes from Ice/NE, Lightning/NE or Dark/NE if the user has any Attach Ice, Attach Lightning or Attach Dark, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode (Y'shtola)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Rod of Light (XIV)","紡絆・ヤ・シュトラ","20960023"
"XIV","Ysayle","Ice Raiment (Ysayle)","LBG","NAT","All allies","","","","0.01","Grants [Attach Ice]","N","All allies","250","Ice Damage Up","MAG +10","Voeburtite Tunic of Casting (XIV)","氷装【イゼル】","23130009"
"XIV","Haurchefant","Last Bastion","LBO","PHY","Single enemy","Physical","40.00","Holy, Ice","2.50","Five single attacks (1.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores DEF, 100% additional critical chance","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Priwen (XIV)","ラストバスティオン","23110009"
"XIV","Alisaie","Vermillion Scourge","LBO","BLK","Single enemy","Magical","96.00","Wind, Lightning","2.50","Four single attacks (3.00 each scaling with LB gauge and LB honing level) capped at 99999, ignores RES","N","Lowest HP% enemy","250","Limit Break Damage Up, Cast Time Down","","Fae Rapier (XIV)","ヴァーミリオンスカージ","23510010"
"XIV","Alisaie","Woven Bond: Alisaie","LBC","BLK","Single enemy","Magical","26.00","Wind, Lightning","2.50","Ten single attacks (2.60 each) capped at 19999, element of entry damage changes from Wind/NE or Lightning/NE if the user has any Attach Wind or Attach Lightning, activates XIV Chain (max 150, field +0%) or adds 25 to the current XIV Chain maximum limit, grants [Chain Force Mode (Alisaie)] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","Limit Break Damage Up, Quick Cast 1","","Monstrorum Foil (XIV)","紡絆・アリゼー","23510015"
