"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"Type-0","Jack","","Vermillion Tranquility","AASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), Grants [Physical Quick Cast] and [Buff Fire 20% (15s)] to all allies, Grants [Attach Fire], [Damage Cap +10000] and [Awoken Samurai] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Kikuichimonji (Type-0)","明鏡止水・朱","23340016"
"Type-0","Jack","","Fated Bond: Jack","CSB","NAT","All allies","","","","0.01","Activates Samurai Chain (max 150, field +50%), grants [ATK +50% (25s)] and [Haste]","N","All allies","500","ATK +10","","Bracer (Type-0)","絆・ジャック天命","23340017"
"Type-0","Eight","","Backfist Blow","Default","PHY","Single enemy","Physical","9.00","-","2.50","One single attack (9.00), ignores DEF","N","Lowest HP% enemy","250","","","-","裏拳","23360001"
"Type-0","Eight","","Icebound Stance","USB","PHY","Single enemy","Physical","6.30","Ice, NE","0.01","Ten single attacks (0.63 each), grants [Last Stand] to all allies, grants [Attach Ice] and [Shard Smasher Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","","Killer Knuckles (Type-0)","氷雪の型","23360003"
"Type-0","Eight","","Glacial Phantasm","BSB","PHY","Single enemy","Physical","5.20","Ice, NE","0.01","Eight single attacks (0.65 each), causes [Imperil Ice 20%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Eight's Akademeia Uniform (Type-0)","夢幻氷舞","23360002"
"Type-0","Eight","","Icebound Billow","AASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Ice], [Awoken Monk], [Damage Cap +10000], [Physical Blink 3] and [Righteous Fist Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Platinum Knuckles (Type-0)","氷雪の型改・「怒涛」","23360004"
"Type-0","Eight","","Ice Render Combo","AOSB","PHY","Single enemy","Physical","24.00","Ice","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Heavy Knuckles (Type-0)","氷裂拳コンボ","23360005"
"Type-0","Eight","","Ice Phalanx","Glint","NAT","Self","","","","0.01","Grants [Attach Ice Stacking], [Attach Ice] and [Instant Cast 1]","N","Self","250","ATK +10","","Power Sash (Type-0)","氷陣の構え","23360006"
"Type-0","Eight","","Sacrificial Slug (Type-0) (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Damage Cap +10000], [Arcane Dyad Empowered: Eight], [Sacrificial Slug (Type-0) Damage Tracker] and [Sacrificial Slug (Type-0) Level]","N","Self","0","","Stat Boon","Diamond Fists (Type-0)","捨て身パンチ【零式】","23360007"
"Type-0","Eight","","Sacrificial Slug (Type-0)","ADSB","PHY","Single enemy","Physical","30.00","Ice, NE","2.50","Twenty single attacks (1.00/1.10/1.20 each) capped at 9999/19999/29999, followed by one single attack (10.00/11.00/12.00) capped at 99999 at Sacrificial Slug (Type-0) level 0/1/2, removes Arcane Dyad Empowered: Eight from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Diamond Fists (Type-0)","捨て身パンチ【零式】","23360007"
"Type-0","Eight","","Ice Burst Fist","SASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Ice 3 with Stacking], [Synchro Mode], [Damage Cap +10000], [Revived Discipline Mode] and Ice Frenzy +1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Mythril Gauntlet (Type-0)","氷解爆裂拳","23360010"
"Type-0","Eight","","Lightspeed Jab","AASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Attach Ice with Stacking], [Awoken Monk], [Damage Cap +10000] and [Quick Cast] to the user, grants [Quick Cast] to Cater if she is alive, grants [100% Critical 1] and [Critical Damage +50% 1]/[100% Critical 2] and [Critical Damage +50% 2]/[100% Critical 3] and [Critical Damage +50% 3] to the user if 0-1/2-3/4+ Type-0 allies are alive","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Soldier's Gloves (Type-0)","光速拳","23360012"
"Type-0","Eight","","Awoken Icebound Billow","DASB","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice with Stacking], [Damage Cap +10000], [Dual Awoken Monk Mode I (Eight)] and [Monk Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Dueling Mask (Type-0)","覚醒氷雪の型・「怒涛」","23360013"
"Type-0","Eight","","Awoken Icebound Billow (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Monk Mode II (Eight)] to the user, removes [Dual Awoken Monk Mode I (Eight)] from the user","N","Self","0","","","Dueling Mask (Type-0)","覚醒氷雪の型・「怒涛」","23360013"
"Type-0","Eight","","Zenith Explosive Fist","ZSB","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice 3 with Stacking], [Damage Cap +10000], [Zenith Mode], [Zenith Mode: Eight (Ice)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Kaiser Knuckles (Type-0)","究極爆裂拳","23360016"
"Type-0","Eight","","Icebound Flash","AASB","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Instant Cast 1] to all allies, grants [Damage Cap +10000], [Awoken Calm Might Mode], [Silent Fury Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Boxing Gloves (Type-0)","氷雪の型改「疾風迅雷」","23360017"
"Type-0","Eight","","Radiant Glacial Phantasm","CASB","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice with Stacking], [Damage Cap +10000], [Crystal Force Mode] and [Crystal Force Mode: Eight] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Ehrgeiz (Type-0)","耀光夢幻氷舞","23360018"
"Type-0","Eight","","Divine Might: Eight","OZSB","PHY","Single enemy","Physical","51.20","Ice, NE","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Ice abilities on allies/5+ Ice abilities on allies and 2+ allies with Attach Ice","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Godhand (Type-0)","神威・エイト","23360020"
"Type-0","Eight","","Continuous Flash: Eight (Ice)","Glint++","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Soul Break Gauge +250], and [200% ATB 1] to the user","N","Self","0","","Ice Damage Up, DRB","Adamant Knuckles (Type-0)","連閃・エイト氷","23360021"
"Type-0","Cater","","Charged Shot","Default","PHY","Single enemy","Physical","9.00","-","2.50","One single ranged attack (9.00), ignores DEF","N","Lowest HP% enemy","250","","","-","チャージショット","23370001"
"Type-0","Cater","","Triple Charged Shot","USB","PHY","Single enemy","Physical","7.00","Fire, Ice, Lightning","2.50","Ten single ranged attacks (0.70 each), grants [Machinist +30% Boost], [Quick Cast] and [Debuff Shot Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","","Magicite Blaster (Type-0)","トライチャージショット","23370003"
"Type-0","Cater","","Trine Shot","Glint","PHY","Random enemies","Physical","2.94","Fire, Ice, Lightning","0.01","Six random ranged attacks (0.49 each), [ATK and MAG -40%] for 15 seconds","N","Random enemies","250","ATK +10","","Cater's Akademeia Uniform (Type-0)","三色属性弾","23370002"
"Type-0","Cater","","Tri-Color Shot","AASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Tri-Element Transition Mode], [Awoken Engineer], [Damage Cap +10000], and [Machinist Instant Cast] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","MTek-II Blaster (Type-0)","三色降下弾","23370004"
"Type-0","Cater","","Tri-Color Mine","AOSB","PHY","Single enemy","Physical","24.00","Fire, Ice, Lightning","2.50","Three single ranged attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","MTek-II Pistol (Type-0)","三色地雷弾","23370005"
"Type-0","Cater","","Tricky Reload","Glint+","NAT","Self","","","","0.01","Grants [Tri-Element Transition Mode] and [Instant Cast 2] to the user","N","Self","0","ATK +10","","Tiara (Type-0)","トリッキーリロード","23370006"
"Type-0","Cater","","Tri-Color Snipe Mode","SASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Synchro Mode], [Damage Cap +10000], [Tri-Element Mode III (Fire/Ice/Lightning)], [Magicite Mine Mode] and Magicite +1 to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Erinyes' Pistol (Type-0)","三色スナイプモード","23370007"
"Type-0","Cater","","Quad-Color Shot","AASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [ATK, DEF, MAG and RES +30% (25s)] to all allies, grants [Weakness +9% Boost]/[Weakness +15% Boost]/[Weakness +30% Boost] to all allies if 0-1/2-3/4+ Type-0 allies are alive, grants [Awoken Engineer], [Damage Cap +10000] and [Heavy Debuff Shot Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Riot Gun (Type-0)","四色効果弾","23370008"
"Type-0","Cater","","Elemental Charge","Glint+","NAT","Self","","","","0.01","Grants [Tri-Element Mode II (Fire/Ice/Lightning)] and [Quick Cast 1]","N","Self","0","ATK +10","","Magicite Prime (Type-0)","属性チャージ","23370009"
"Type-0","Cater","","Awoken Triple Charged Shot","DASB","PHY","Single enemy","Physical","6.30","Fire, Ice, Lightning, NE","2.50","Seven single ranged attacks (0.90 each) capped at 19999, grants [Tri-Element Mode II (Fire/Ice/Lightning)], [Damage Cap +10000], [Dual Awoken Engineer Mode I (Cater)] and [Machinist Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Rune Trigger (Type-0)","覚醒Tチャージショット","23370010"
"Type-0","Cater","","Awoken Triple Charged Shot (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Engineer Mode II (Cater)]","N","Self","0","","","Rune Trigger (Type-0)","覚醒Tチャージショット","23370010"
"Type-0","Cater","","Apex Elementillery (Engaged)","ADSB","NAT","Self","","","","0.01","Causes [Imperil Fire 10% (15s)], [Imperil Ice 10% (15s)], and [Imperil Lightning 10% (15s)], grants [Buff Fire 10% (15s)], [Buff Ice 10% (15s)] and [Buff Lightning 10% (15s)] to all allies, grants [Damage Cap +10000], [Arcane Dyad Empowered: Cater], [Apex Elementillery Damage Tracker] and [Apex Elementillery Level]","N","Self","0","","Stat Boon","Mythril Pistol (Type-0)","属性弾・極","23370012"
"Type-0","Cater","","Apex Elementillery","ADSB","PHY","Single enemy","Physical","20.00","Fire, Ice, Lightning, NE","2.50","Ten single ranged attacks (1.00/1.10 each) capped at 9999/19999, followed by one single ranged attack (10.00/11.00) capped at 99999 at Apex Elementillery level 0/1, grants [Instant Cast 1] to all allies, removes Arcane Dyad Empowered: Cater from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Mythril Pistol (Type-0)","属性弾・極","23370012"
"Type-0","Cater","","Trine Blast Shot","SASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Lightning, NE","2.50","Fifteen single ranged attacks (0.60 each), causes [DEF, RES and MND -70% (8s)], grants [Synchro Mode], [Damage Cap +10000], [Tri-Element Mode III (Fire/Ice/Lightning)] and [Snipe Charge Follow-Up] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Draconic Pistol (Type-0)","三色炸裂弾","23370015"
"Type-0","Cater","","Rapid Charge","Glint+","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250]","N","Self","0","ATK +10","","Goggle Mask (Type-0)","スピード&チャージ","23370016"
"Type-0","Cater","","Zenith Tri-Color Mine","ZSB","PHY","Single enemy","Physical","6.30","Fire, Ice, Lightning, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire 2 with Stacking]/[Attach Ice 2 with Stacking]/[Attach Lightning 2 with Stacking] if entry damage was Fire/Ice/Lightning, [Zenith Mode], [Zenith Mode: Cater (Fire/Ice/Lightning)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Shining Shot (Type-0)","究極三色地雷弾","23370017"
"Type-0","Cater","","Fated Bond (Cater)","CSB","NAT","All allies","","","","0.01","Activates Machinist Chain (max 150, field +50%), grants [ATK +50% (25s)] and [Haste]","N","All allies","500","ATK +10","","Missing Score (Type-0)","絆・ケイト天命","23370018"
"Type-0","Trey","","Ice Shot","Default","PHY","Single enemy","Physical","9.00","Ice","2.50","One single ranged attack (9.00), ignores DEF","N","Lowest HP% enemy","250","","","-","アイスショット","23430001"
"Type-0","Trey","","Dynamite Arrow","AASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Water, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [100% Critical (25s)], [Awoken Sharpshooter], [Damage Cap +10000] and [Concentrate (Type-0) Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Hunting Bow (Type-0)","アローダイナマイト","23430002"
"Type-0","Trey","","Firewall","USB","PHY","Single enemy","Physical","6.90","Fire, Ice, Water, NE","2.50","Ten single ranged attacks (0.69 each), grants [Buff Fire 20% (15s)], [Buff Ice 20% (15s)], [Buff Water 20% (15s)], [Quick Cast] and [EX: Snipe Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Argentic Bow (Type-0)","ヒット＆シールド","23430003"
"Type-0","Trey","","Tri-Raining Arrows","AASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Water, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Awoken Archer], [Damage Cap +10000], [Tri-Element Mode (Fire/Ice/Water)] and [Triple Raining Arrows Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Power Bow (Type-0)","トライアローシャワー","23430004"
"Type-0","Trey","","Burst Delta","AOSB","PHY","Single enemy","Physical","19.00","Fire, Ice, Water","2.50","Twenty single ranged attacks (0.55 each), followed by one single ranged attack (8.00) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Thorn Bow (Type-0)","バーストエリア","23430005"
"Type-0","Trey","","Tri-Phantoma","Glint+","NAT","Self","","","","0.01","Grants [Instant Cast 2] and [Tri-Element Mode (Fire/Ice/Water)]","N","Self","0","ATK +10","","Longbow (Type-0)","トライファントマ","23430006"
"Type-0","Trey","","Tri-Phantoma II","Glint","NAT","Self","","","","0.01","Grants [High Quick Cast 1] and [Tri-Element Mode II (Fire/Ice/Water)]","N","Self","250","ATK +10","","Trey's Glove (Type-0)","トライファントマII","23430007"
"Type-0","Trey","","Grand Delta","SASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Water, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Tri-Element Mode III (Fire/Ice/Water)], [Synchro Mode], [Damage Cap +10000], [Instant Cast 1] and [Hit & Charge Follow-Up] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Mythril Bow (Type-0)","グランド・トライン","23430008"
"Type-0","Trey","","Charged Arrow Shot","USB","PHY","Single enemy","Physical","6.90","Fire, Ice, Water, NE","2.50","Ten single ranged attacks (0.69 each), grants [Tri-Element Mode II (Fire/Ice/Water)], [Sharpshooter +30% Boost] and [Quick Cast] to the user","N","Lowest HP% enemy","500","ATK +10","","Silver Plate (Type-0)","チャージアローショット","23430010"
"Type-0","Trey","","Awoken Dynamite Arrow","DASB","PHY","Single enemy","Physical","6.30","Fire, Ice, Water, NE","2.50","Seven single ranged attacks (0.90 each) capped at 19999, grants [Tri-Element Mode II (Fire/Ice/Water)], [Damage Cap +10000], [Dual Awoken Sharpshooter Mode I (Trey)] and [Sharpshooter Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Platinum Bow (Type-0)","覚醒アローダイナマイト","23430011"
"Type-0","Trey","","Awoken Dynamite Arrow (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Sharpshooter Mode II (Trey)], removes [Dual Awoken Sharpshooter Mode I (Trey)]","N","Self","0","","","Platinum Bow (Type-0)","覚醒アローダイナマイト","23430011"
"Type-0","Trey","","Apex Freezing Rain (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Tri-Element Mode (Fire/Ice/Water)], [Damage Cap +10000], [Arcane Dyad Empowered: Trey], [Apex Freezing Rain Damage Tracker] and [Apex Freezing Rain Level]","N","Self","0","","Stat Boon","Rune Bow (Type-0)","フリーズショット・極","23430013"
"Type-0","Trey","","Apex Freezing Rain","ADSB","PHY","Single enemy","Physical","30.00","Fire, Ice, Water, NE","2.50","Twenty single ranged attacks (1.00/1.10 each) capped at 9999/19999, followed by one single ranged attack (10.00/11.00) capped at 99999 at Apex Freezing Rain level 0/1, removes Arcane Dyad Empowered: Trey from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Rune Bow (Type-0)","フリーズショット・極","23430013"
"Type-0","Trey","","Following Shot","Glint+","NAT","Self","","","","0.01","Grants [Tri-Element Mode II (Fire/Ice/Water)] and [Tri-Element Arrow Follow-Up]","N","Self","0","ATK +10","","Escort Guard (Type-0)","追射","23430016"
"Type-0","Trey","","Zenith Precise Shot","ZSB","PHY","Single enemy","Physical","6.30","Fire, Ice, Water, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Fire 2 with Stacking]/[Attach Ice 2 with Stacking]/[Attach Water 2 with Stacking] to the user if the entry damage was Fire/Ice/Water, [Zenith Mode], [Zenith Mode: Trey (Fire/Ice/Water)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","ATK +10","Cast Time Down, Damage Up","Yoichi's Bow (Type-0)","究極アキュレートアロー","23430017"
"Type-0","Trey","","Triad Arrow","AASB","PHY","Single enemy","Physical","9.00","Fire, Ice, Water, NE","2.50","Fifteen single attacks (0.60 each), grants [Critical Damage +50%] to all allies, [Awoken Sharpshooter], [Damage Cap +10000] and [Smart Archer Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Hyper Wrist (Type-0)","トライドアロー","23430019"
"Type-0","Kurasame","","Icy Blade","Default","PHY","Single enemy","Physical","1.40","Ice","2.50","Two single attacks (0.70 each)","N","Lowest HP% enemy","250","","","-","氷剣連斬","23550001"
"Type-0","Kurasame","","Awoken Flash Freeze","DASB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Seven single attacks (0.90 or 3.05 each) capped at 19999, grants [Critical Chance +50% (25s)] or [MAG +30%, RES +25% (25s)] to the user, grants [Twin Element Mode II (Ice/Dark)], [Damage Cap +10000], [Dual Awoken Commanding Officer Mode I (Kurasame)] and [(Ice/Dark) Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Kurasame's Guise (Type-0)","覚醒氷霧瞬斬","23550002"
"Type-0","Kurasame","","Awoken Flash Freeze (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Commanding Officer Mode II (Kurasame)]","N","Self","0","","","Kurasame's Guise (Type-0)","覚醒氷霧瞬斬","23550002"
"Type-0","Kurasame","","Sub-zero Ice Crush","SASB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Fifteen single hybrid attacks (0.60 or 1.50 each), grants [ATK and MAG +30%, DEF +25% (25s)] to all allies, grants [Synchro Mode], [Damage Cap +10000] and [Twin Element Mode III (Ice/Dark)] to the user","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Kurasame's Mask (Type-0)","アイシクルゼロ","23550004"
"Type-0","Kurasame","","Ice Reaper (Engaged)","ADSB","NAT","Self","","","","0.01","Grants [Twin Element Mode (Ice/Dark)], [Damage Cap +10000], [Arcane Dyad Empowered: Kurasame], [Ice Reaper Damage Tracker] and [Ice Reaper Level]","N","Self","0","","Stat Boon","Boreal Blade (Type-0)","氷剣の死神","23550005"
"Type-0","Kurasame","","Ice Reaper","ADSB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Twenty single attacks (1.00/1.10 or 3.15/3.50 each) capped at 9999/19999, followed by one single attack (10.00/11.00 or 34.60/38.06) capped at 99999 at Ice Reaper level 0/1, removes Arcane Dyad Empowered: Kurasame from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Boreal Blade (Type-0)","氷剣の死神","23550005"
"Type-0","Kurasame","","Boreal Deathbringer","AASB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Fifteen single hybrid attacks (0.60 or 1.50 each), grants [Twin Element Mode II (Ice/Dark)], [Awoken Commanding Officer], [Damage Cap +10000], [(Ice/Dark) Ability +30% Boost (15s)] and [Instant Cast 2] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Lohengrin (Type-0)","死剣・氷刃","23550008"
"Type-0","Kurasame","","Reaper Within","Glint+","NAT","Self","","","","0.01","Grants [Twin Element Mode II (Ice/Dark)] and [Soul Break Gauge +250]","N","Self","0","ATK +5, MAG +5","","Blood Sword (Type-0)","氷魔解放","23550009"
"Type-0","Kurasame","","Absolute Zero","CSB","NAT","All allies","","","","0.01","Activates Ice Chain (max 150, field +30%), grants [MAG +50% (25s)] or [ATK +50% (25s)] if the user's ATK < MAG/ATK >= MAG","N","Self","500","ATK +5, MAG +5","","Kurasame's Boots (Type-0)","絶対零度","23550010"
"Type-0","Kurasame","","Zenith Icereap","ZSB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Seven single hybrid attacks (0.90/3.05 each) capped at 19999, grants [Attach Ice 2 with Stacking]/[Attach Dark 2 with Stacking] if entry damage was Ice/Dark, [Zenith Mode], [Zenith Mode: Kurasame (Ice/Dark)] and [Damage Cap +10000] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Ascalon (Type-0)","究極氷殺","23550011"
"Type-0","Kurasame","","Radiant Kami","CASB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Seven single hybrid attacks (0.90/3.05 each) capped at 19999, grants [Attach Ice with Stacking]/[Attach Dark with Stacking] based on entry element damage, grants [Damage Cap +10000], [Crystal Force Mode] and [Crystal Force Mode: Kurasame] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Apocalypse (Type-0)","耀光0組隊長たる魔力","23550012"
"Type-0","Kurasame","","Divine Might: Kurasame","OZSB","NAT","Single enemy","Hybrid","-","Ice/Dark","2.50","Seven single hybrid attacks (2.6/2.8/2.9/3.0 or 8.60/9.30/9.65/10.00 each) capped at 19999/29999/49999/59999, followed by three single piercing hybrid attacks (11.0 or 31.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Ice or Dark abilities on allies/5+ Ice or Dark abilities on allies and 2+ allies with Attach Ice or Dark","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Force Stealer (Type-0)","神威・クラサメ","23550013"
"Type-0","Kurasame","","Glacial Deathbringer","AASB","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","2.50","Fifteen single hybrid attacks (0.60 or 1.50 each), grants [Instant Cast 1] to all allies, grants [Twin Element Mode II (Ice/Dark)], [Damage Cap +10000], [Awoken Four Champions of Rubrum] and [Glacial Deathbringer Chase] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Falchion (Type-0)","死剣・凍雨","23550015"
"KH","Sora","","Vortex","Default","PHY","All enemies","Physical","1.10","-","2.50","One group attack (1.10)","N","All enemies","250","","","-","ヴォルテックス","23240007"
"KH","Sora","","Ragnarok","AOSB","PHY","Single enemy","Physical","24.00","Fire, Lightning, Ice","2.50","Three single ranged attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Fenrir (KH)","ラグナロク","23240001"
"KH","Sora","","Strike Raid","USB","PHY","Single enemy","Physical","7.00","Fire, Lightning, Ice","2.50","Ten single ranged attacks (0.70 each), grants [50% Critical] and [EX: Connected Hearts] to the user","N","Lowest HP% enemy","500","ATK +10","","Lionheart (KH)","ストライクレイド","23240002"
"KH","Sora","","Ars Arcanum","BSB","PHY","Single enemy","Physical","6.56","Fire, Lightning, Ice","2.50","Eight single attacks (0.82 each), [ATK and DEF +30%] to the user for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Metal Chocobo (KH)","ラストアルカナム","23240003"
"KH","Sora","","Valor Form","Glint","NAT","Self","","","","0.01","Grants [Attach Fire Stacking], [Attach Fire] and [High Quick Cast 2]","N","Self","250","ATK +10","","Jungle King (KH)","ブレイヴフォーム","23240004"
"KH","Sora","","Wisdom Form","Glint","NAT","Self","","","","0.01","Grants [Attach Ice Stacking], [Attach Ice] and [High Quick Cast 2]","N","Self","250","ATK +10","","Three Wishes (KH)","ウィズダムフォーム","23240005"
"KH","Sora","","Master Form","Glint","NAT","Self","","","","0.01","Grants [Attach Lightning Stacking], [Attach Lightning] and [High Quick Cast 2]","N","Self","250","ATK +10","","Crabclaw (KH)","マスターフォーム","23240006"
"KH","Sora","","Master Hearts","AASB","PHY","Single enemy","Physical","9.00","Fire, Lightning, Ice, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Awoken Spellblade], [Damage Cap +10000], [Buff Fire 30% (15s)], [Buff Lightning 30% (15s)], [Buff Ice 30% (15s)] and [Blitz Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Two Become One (KH)","マスターハーツ","23240008"
"KH","Riku","","Vertical Strike","Default","PHY","Single enemy","Physical","1.50","-","2.50","Three single attacks (0.50 each)","N","Lowest HP% enemy","250","","","-","縦振り","23250005"
"KH","Riku","","Aura of Darkness","AOSB","PHY","Single enemy","Physical","24.00","Dark","2.50","Three single attacks (8.00 each) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Oblivion (KH)","闇のオーラ","23250001"
"KH","Riku","","Dark Firaga","USB","PHY","Single enemy","Physical","7.10","Dark, NE","2.50","Ten single ranged attacks (0.71 each), grants [Attach Dark], [Aura of Darkness] and [Darkhand Scourge Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","","Way to the Dawn (KH)","ダークファイガ","23250002"
"KH","Riku","","Darkhand Helm Split","BSB","PHY","Single enemy","Physical","6.64","Dark, NE","2.50","Eight single attacks (0.83 each), grants [Haste], [Attach Dark] and [Burst Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Soul Eater (KH)","ダークハンド兜割り","23250003"
"KH","Riku","","Darkhand","Glint","NAT","Self","","","","0.01","Grants [Attach Dark Stacking], [Attach Dark] and [High Quick Cast 2]","N","Self","250","ATK +10","","Riku's Gloves (KH)","ダークハンド","23250004"
