"ID","Character","Name","Effect"
"201500300","Delita","Unshakeable Resolve","Spellblade abilities deal 15% more damage"
"201500301","Delita","War Hero","35% chance to dualcast Spellblade abilities"
"201500302","Delita","Ark Knight's Finesse","ATK +2% for each hit dealt with Spellblade abilities, up to +34%"
"201500303","Delita","Lowborn Justice","Spellblade abilities deal 25% more damage when equipping a sword or dagger"
"201500304","Delita","Onslaught (Delita)","35% chance to cast Hero-King's Blade after dealing damage with a Spellblade or Knight attack"
"201500400","Ovelia","Gentle Princess","WHT abilities restore 15% more HP"
"201500401","Ovelia","Prayer for Ivalice","Reduces damage taken by Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison attacks by 15%"
"201500402","Ovelia","Divine Insight","25% chance to dualcast White Magic abilities"
"201500412","Ovelia","Throes of Fate","MND +1% for each hit dealt with White Magic abilities, up to +25%"
"201500500","Mustadio","Mechanical Expertise","Machinist abilities deal 15% more damage"
"201500501","Mustadio","Excavator of Relics","35% chance to dualcast Machinist abilities"
"201500502","Mustadio","Machinist Marksman","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability"
"201500600","Orlandeau","Invincible Knight","PHY attacks deal 10% more damage"
"201500601","Orlandeau","Holy Steel's Summit","Grants [Infinite Haste] and [Instant Cast 3] at the beginning of the battle"
"201500602","Orlandeau","Supreme Swordsman","25% chance to dualcast Knight or Darkness abilities"
"201500603","Orlandeau","Southern Sky General","PHY attacks deal 20% more damage when equipping a sword"
"201500700","Gaffgarion","Dark Expertise","Increases Dark damage dealt by 10%"
"201500701","Gaffgarion","Tested Knight","35% chance of smart ether 1 to the user after using a Dark attack"
"201500702","Gaffgarion","Dark Knight's Revelry","Restores HP for 100% of the user's maximum HP and grants [Extended Quick Cast] when HP fall below 20%"
"201500703","Gaffgarion","Fell Aspirations","Grants [Attach Dark] at the beginning of the battle"
"201500900","Rapha","Skyseer Mystique","Increases Lightning damage dealt by 10%"
"201500901","Rapha","Sky Mantra Secrets","35% chance to dualcast abilities that deal Lightning damage"
"201500902","Rapha","Keeper of Faith","35% chance to grant [Quick Cast 1] to the user after using a Lightning attack"
"201501000","Marach","Netherseer Mystique","Increases Lightning damage dealt by 10%"
"201501001","Marach","Nether Mantra Secrets","35% chance to dualcast abilities that deal Lightning damage"
"201501002","Marach","Sower of Doubt","Grants [Attach Lightning] at the beginning of the battle"
"201501003","Marach","Blood of Galthena","20% chance to cause [Imperil Lightning 10% (15s)] to the target after using a Lightning ability"
"201501100","Meliadoul","Divine Blade","Knight abilities deal 15% more damage"
"201501101","Meliadoul","Divine Secrets","30% chance to cause [Imperil Earth 10% (15s)] and [Imperil Holy 10% (15s)] to the target after using a Knight ability"
"201501102","Meliadoul","Unyielding Essence","Knight abilities deal 25% more damage when equipping a sword"
"201501200","Marche","Indomitable Hope","Increases Holy damage dealt by 10%"
"201501201","Marche","Inescapable Might","35% chance to dualcast Knight abilities"
"201501202","Marche","Deepest Wish","Knight abilities deal 25% more damage when equipping a sword"
"201501300","Montblanc","Black Mage Flair","BLK attacks deal 10% more damage"
"201501301","Montblanc","Time Mage Flair","Grants [Haste] and [Instant Cast 3] at the beginning of the battle"
"201501302","Montblanc","Magic Crutch","35% chance to grant [Quick Cast 1] to the user after using a BLK attack"
"201501303","Montblanc","Kindhearted Moogle","25% chance to cast an ability (NAT: group, ATK/MAG/MND -30%) after using a Dancer ability"
"201501304","Montblanc","Perseverance (Montblanc)","Restores HP for 100% of the user's maximum HP and grants [Instant ATB 1] and [Critical: Quicken Mode] when HP fall below 20%"
"201501400","Alma","Sanguine Sister","WHT abilities restore 15% more HP"
"201501401","Alma","Saint Reborn","35% chance to dualcast White Magic abilities"
"201501402","Alma","Brother's Keeper","27% chance to grant [Magical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally"
"201501403","Alma","Devout Cleric","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability"
"201502800","Orran","Thunder God's Scion","WHT abilities restore 15% more HP"
"201502801","Orran","Life and Death","Grants [Haste] and [Instant Cast 3] at the beginning of the battle"
"201502802","Orran","Southern Sky Tactics","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability"
"201600100","Ace","Hidden Zeal","Increases Fire damage dealt by 10%"
"201600101","Ace","Trump Card","Grants [Haste] and [Instant Cast 3] at the beginning of the battle"
"201600102","Ace","Spiral Breaker","25% chance to grant [Physical Blink 1] to the user after using a BLK ability"
"201600103","Ace","Chocobond","Grants [Attach Fire] at the beginning of the battle"
"201600104","Ace","Sleight of Hand","25% chance to dualcast abilities that deal Fire damage"
"201600105","Ace","Wielder of Power","25% chance to cast an ability (BLK: single, 3x 3.03 magical Fire/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Fire attack"
"201600200","Deuce","Kindred Spirit","WHT abilities restore 15% more HP"
"201600201","Deuce","Dutiful Dynamo","35% chance to dualcast White Magic abilities"
"201600202","Deuce","Eye for Detail","Increases the duration of stat buffs by 30%"
"201600203","Deuce","Reserved Demeanor","25% chance to grant [Heals +30%] for 10 seconds to the user after using a Bard ability"
"201600204","Deuce","Decorous Demeanor","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability"
"201600300","Nine","Winds of Destruction","Increases Wind damage dealt by 10%"
"201600301","Nine","Basher-in-Chief","ATK +2% for each hit dealt with damaging jump attacks, up to +50%"
"201600302","Nine","Dizzying Leap","20% chance to cause [Imperil Wind 10% (15s)] to the target after using a jump attack"
"201600303","Nine","Fierce Fellowship","25% chance to dualcast Dragoon abilities"
"201600400","Machina","Still Blade","Spellblade abilities deal 15% more damage"
"201600401","Machina","Keeper of Fear","35% chance to grant [Stoneskin: 30%] to the user after using a Spellblade ability"
"201600402","Machina","Power Hungry","Grants [Attach Earth] at the beginning of the battle"
"201600403","Machina","Chichiri's Godfather","25% chance to dualcast Spellblade abilities"
"201600404","Machina","Swiftness (Machina)","Grants [Quick Cast] and [Focal Sword Follow-Up] at the beginning of the battle"
"201600500","Rem","Mage par Excellence","Increases Holy damage dealt by 10%"
"201600501","Rem","Keeper of Love","35% chance to dualcast White Magic abilities"
"201600502","Rem","Gentle Spirit","MND +1% for each hit dealt with White Magic abilities, up to +25%"
"201600503","Rem","Saint's Fire","50% chance to cast an ability (WHT: single, 5.05 magical Holy/Fire/NE) after using a Holy attack"
"201600504","Rem","Magic Expert","Grants [Attach Holy] at the beginning of the battle"
"201600505","Rem","Bravery: Rem","Increases White Magic damage dealt by 10% when equipped with dagger, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle"
"201600600","Queen","Ruled by Reason","Increases Lightning damage dealt by 10%"
"201600601","Queen","Savage Heart","Restores HP for 100% of the user's maximum HP and grants [Queen Trance] when HP fall below 20%"
"201600602","Queen","Calculated Craft","25% chance to dualcast abilities that deal Lightning damage"
"201600603","Queen","Mercurial Will","Grants [Attach Lightning] at the beginning of the battle"
"201600604","Queen","Onslaught (Queen)","35% chance to cast an ability (PHY: single, 4x 0.49 physical Lightning/Dark/NE) after using a Lightning attack"
"201600700","King","Crimson Firearms","PHY attacks deal 10% more damage when equipping a gun"
"201600701","King","Solemn Marksman","Grants [Haste] and [Instant Cast 3] at the beginning of the battle"
"201600702","King","Depths Within","Grants [Attach Lightning] at the beginning of the battle"
"201600703","King","Trusted Leader","25% chance to dualcast abilities that deal Lightning damage"
"201600704","King","Onslaught (King)","35% chance to cast Quadruple Shot after dealing damage with a Lightning attack"
"201600800","Cinque","Mistress of the Mace","PHY attacks deal 10% more damage when equipping a hammer"
"201600801","Cinque","Burgeoning Strength","50% chance to grant Heavy Charge +1 to the user after using a Heavy ability"
"201600802","Cinque","Chestnut Braid","Grants [Attach Earth] at the beginning of the battle"
"201600803","Cinque","Heavy Hitter","PHY attacks deal 20% more damage when equipping a hammer"
"201600804","Cinque","Bravery: Cinque","Increases Earth damage dealt by 10%, 100% chance to dualcast every third Earth ability, Grants [200% ATB 1] at the beginning of battle"
"201600900","Seven","Uncommon Insight","Increases Ice damage dealt by 10%"
"201600901","Seven","Commanding Presence","30% chance to grant [Quick Cast 3] to the user after using a Ice attack"
"201600902","Seven","Class Act","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice attack"
"201600903","Seven","Indulgent Generosity","25% chance to dualcast abilities that deal Ice damage"
"201601000","Sice","Steadfast Judgment","Increases Dark damage dealt by 10%"
"201601001","Sice","Silver Scythe","35% chance to dualcast Darkness abilities"
"201601002","Sice","Survival Mentality","Grants [Attach Dark] at the beginning of the battle"
"201601003","Sice","Hastening (Sice)","Grants [Quick Cast 3] after using three Dark abilities"
"201601100","Jack","Reason to Smile","PHY attacks deal 10% more damage"
"201601101","Jack","Stoic Soul","Grants [Retaliate] and [75% Critical (25s)] when HP fall below 20%"
"201601102","Jack","Edge of Flame","Grants [Attach Fire] at the beginning of the battle"
"201601103","Jack","Re-action (Jack)","100% chance to dualcast every third Fire ability"
"201601200","Eight","Quiet Zeal","Monk abilities deal 15% more damage"
"201601201","Eight","Righteous Fists","Restores HP for 100% of the user's maximum HP and grants [Back to the Wall Mode] when HP fall below 20%"
"201601202","Eight","Keen Perception","Grants [Attach Ice] at the beginning of the battle"
"201601203","Eight","Re-action (Eight)","100% chance to dualcast every third Ice ability"
"201601300","Cater","Feisty Firecracker","Machinist abilities deal 15% more damage"
"201601301","Cater","Prodigal Talent","35% chance to dualcast Machinist abilities"
"201601302","Cater","Battlefield Swagger","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability"
"201601303","Cater","Bravery: Cater","Increases Physical Damage dealt by 10% when equipped with a gun, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle"
"201601400","Trey","Boastful Brainiac","Sharpshooter abilities deal 15% more damage"
"201601401","Trey","Honed Mind","35% chance to dualcast Sharpshooter abilities"
"201601402","Trey","Accomplished Archer","PHY attacks deal 20% more damage when equipping a bow"
"201601600","Kurasame","Crystal's Will","Grants [MAG +15% (25s)], [Instant Cast 3] and [Haste] at the beginning of the battle"
"201601601","Kurasame","Crystal's Blessing","Grants [ATK +15% (25s)], [Instant Cast 3] and [Haste] at the beginning of the battle"
"201601602","Kurasame","Vermillion King","35% chance to dualcast Ice and Dark abilities"
"201601603","Kurasame","Bravery: Kurasame","Increases Ice and Dark damage dealt by 10%, Grants [200% ATB 1] at the beginning of battle, and casts [Instant Cast 2] after using three ice or dark abilities (max 1)"
"201700100","Sora","Chosen of the Keyblade","Spellblade abilities deal 15% more damage"
"201700101","Sora","Fire Arts","Grants [Haste] and [Attach Fire] at the beginning of the battle"
"201700102","Sora","Blizzard Arts","Grants [Haste] and [Attach Ice] at the beginning of the battle"
"201700103","Sora","Thunder Arts","Grants [Haste] and [Attach Lightning] at the beginning of the battle"
"201700104","Sora","Connected Hearts","25% chance to dualcast Spellblade abilities"
"201700200","Riku","True Chosen One","Increases Dark damage dealt by 10%"
"201700201","Riku","Friends In My Heart","35% chance to dualcast abilities that deal Dark damage"
"201700202","Riku","Seeker of Darkness","Grants [Attach Dark] at the beginning of the battle"
"201700400","Roxas","Number XIII","Increases Holy damage dealt by 10%"
"201700401","Roxas","Key of Destiny","35% chance to dualcast Knight abilities"
"201700402","Roxas","Mysterious Key","Grants [Attach Holy] at the beginning of the battle"
"201700500","Axel","Number VIII","Increases Fire damage dealt by 10%"
"201700501","Axel","Flurry of Dancing Flames","35% chance to dualcast abilities that deal Fire damage"
"201700502","Axel","Organization's Finest","Grants [Attach Fire] at the beginning of the battle"
"201900500","Reynn","Keen Observer","Increases Ice damage dealt by 10%"
"201900501","Reynn","A Daughter's Love","30% chance to grant [Quick Cast 3] to the user after using a Ice attack"
"201900502","Reynn","Symphony of Ice","25% chance to dualcast abilities that deal Ice damage"
"201900503","Reynn","Bravery: Reynn","Increases Magic damage dealt by 10% when equipped with thrown, Grants [200% ATB 1] and [Quick Cast] at the beginning of the battle"
"201900600","Lann","Freewheeler","Increases Fire damage dealt by 10%"
"201900601","Lann","Defiant Heart","35% chance to dualcast abilities that deal Fire damage"
"201900602","Lann","Harmony of Fire","Grants [Attach Fire] at the beginning of the battle"
"201901100","Morrow","Young Dreamer","Support abilities deal 15% more damage"
"201901101","Morrow","Hope For Tomorrow","Grants [Haste] and [Instant Cast 3] at the beginning of the battle"
"201901102","Morrow","Eddies of Time","Increases the duration of stat debuffs by 30%"
"201901200","Aemo","New Song","WHT abilities restore 15% more HP"
"201901201","Aemo","Future Facing","35% chance to grant [Physical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally"
"201901202","Aemo","Gentle Bloom","25% chance to dualcast White Magic abilities"
"201901300","Wrieg","Willbearer","Increases Earth damage dealt by 10%"
"201901301","Wrieg","Heavy Burden","ATK +3% for each hit taken by damaging attacks, up to +50%"
"201901302","Wrieg","Worldly Adventurer","Jump attacks deal 20% more damage when equipping a spear"
"201901600","Tama","Steadfast Presence","WHT abilities restore 15% more HP"
"201901601","Tama","Microreversal","35% chance to dualcast White Magic abilities"
"201901602","Tama","Lifeline","20% chance to grant [Last Stand] to the target after using a single-target White Magic ability that restores HP on an ally"
"201901700","Enna Kros","Abounding Mystery","BLK attacks deal 10% more damage"
"201901701","Enna Kros","Power of Creation","30% chance to grant [Quick Cast 3] to the user after using a Black Magic ability"
"201901702","Enna Kros","Mystic Presence","25% chance to dualcast Black Magic abilities"
"","Enna Kros","Bravery: Enna Kros","Increases Earth damage dealt by 10%, 100% chance to dualcast every third Earth ability, Grants [200% ATB 1] at the beginning of battle"
"201903200","Serafie","Gossip Gatherer","Increases Wind damage dealt by 10%"
"201903201","Serafie","Mirage Mascot","30% chance to cause [Imperil Wind 10% (15s)] to the target after using a Wind attack"
"201903202","Serafie","Re-action (Serafie)","100% chance to dualcast every third Wind ability"
"201903300","Rain","Precocious Power","PHY attacks deal 20% more damage when equipping a sword"
"201903301","Rain","Flaming Heart","35% chance to dualcast Spellblade abilities"
"201903400","Fina","Purest of Hearts","35% chance to grant [Quick Cast 1] to the user after using a White Magic or Support ability"
"201903401","Fina","Virtuous Prayer","35% chance to cast an ability (WHT: group, restores HP (25), damages undeads) after using a Support ability"
"201903500","Lasswell","Heir to the Blade","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice ability"
"201903501","Lasswell","Extreme Skill","35% chance to dualcast Samurai abilities"
"","","",""
"","","",""
"","LM Ver eqn","",""
