"Common Name","Effects","Default Duration","MND Modifier","Exclusive Status","ID"
"Bestial Seismic Strike Follow-Up","Casts Bestial Seismic Strike after using Earth abilities","-","-","-","54390"
"Apex Homerun Swing Level","Keeps track of Apex Homerun Swing level, initially set at level 0 with a maximum level of 2, removed if user hasn't Arcane Dyad Empowered: Cinque","-","-","-","54391"
"Zenith Mode: Barbariccia (Wind)","Increases Attach Wind bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Wind abilities, casts Spirit Attack: Barbariccia (Wind) after using Wind abilities (max 2 chases), removed if the user hasn't Zenith Mode","-","-","-","54392"
"Chain Force Mode (Barbariccia - Wind)","Casts Wind Guidance: Barbariccia after using Wind abilities (max 2)","-","-","-","54394"
"Chain Force Mode (Gau - Wind)","Casts Wind Guidance: Gau after any Wind Chain reaches a count of 50 or 100, removed after casting Wind Guidance: Gau two times","-","-","-","54395"
"Chain Force Mode (Gau - Wind) Counter","Counts the number of times that Wind Guidance: Gau is used, removed after casting Wind Guidance: Gau two times","-","-","-","54396"
"Your Friend Mode","When an ally uses a Wind or Lightning ability, grants +1 Feral Awakening to the user (max 6 chases)","-","-","-","54398"
"Rampage Mode","Grants [Instant ATB 1] and -1 Feral Awakening after using Sync Command (Rampage) if user has Feral Awakening","-","-","-","54399"
"Chain Force Mode (Sice)","Casts Bond Guidance: Sice after any Type-0 Chain reaches a count of 50 or 100, removed after casting Bond Guidance: Sice two times","-","-","-","54359"
"Zenith Mode: Gilgamesh (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire abilities, casts Spirit Attack: Gilgamesh (Fire) after using Fire abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54361"
"Zenith Mode: Kelger (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Kelger (Earth) after using two Earth abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54362"
"Chain Force Mode (Gilgamesh - Fire)","Casts Fire Guidance: Gilgamesh after using Fire abilities, removed after casting two Fire abilities","-","-","-","54363"
"Chain Force Mode (Faris)","Casts Bond Guidance: Faris after using Thief abilities, removed after casting two Thief abilities","-","-","-","54364"
"Zenith Mode: Golbez (Dark)","Increases Attach Dark damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Dark abilities, casts Spirit Attack: Golbez (Dark) after using two Dark abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54365"
"Zenith Mode: Garland (Dark)","Increases Attach Dark damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Dark abilities, casts Spirit Attack: Garland (Dark) after using a Dark abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54366"
"Chain Force Mode (Golbez - Dark)","Casts Dark Guidance: Golbez after any Dark Chain reaches a count of 50 or 100, removed after casting Dark Guidance: Golbez two times","15","-","-","54367"
"Chain Force Mode (Garland - Dark)","Casts Dark Guidance: Garland after using Darkness abilities (max 3)","15","-","-","54368"
"Chain Force Mode (Golbez - Dark) Counter","Counts the number of times that Dark Guidance: Golbez is used, removed after casting Dark Guidance: Golbez two times","-","-","-","54369"
"Zenith Mode: Matoya (Fire/Ice/Lightning)","Increases Attach Fire/Ice/Lightning damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Fire/Ice/Lightning abilities, casts Spirit Attack: Matoya (Fire/Ice/Lightning) after using a Fire/Ice/Lightning ability (max 1), removed if the user hasn't Zenith Mode","-","","","54370"
"Zenith Mode: Wol (Earth/Holy)","Increases Attach Earth/Holy damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth/Holy abilities, casts Spirit Attack: Wol (Earth/Holy) after using two Earth/Holy abilities (max 2), removed if the user hasn't Zenith Mode","-","","","54371"
"Chain Force Mode (Matoya)","Casts Bond Guidance: Matoya after any I Chain reaches a count of 50 or 100, removed after casting Bond Guidance: Matoya two times","15","","","54372"
"Chain Force Mode (Wol - Holy)","Casts Holy Guidance: Wol after using Holy abilities, removed after casting two two Holy abilities","15","-","-","54373"
"Chain Force Mode (Matoya) Counter","Counts the number of times Bond Guidance: Matoya is used, removed after casting Bond Guidance: Matoya two times","-","-","-","54375"
"Chain Force Mode (Zidane)","Casts Bond Guidance: Zidane after using Wind abilities, removed after casting Bond Guidance: Zidane three times","15","-","-","54376"
"Zenith Mode: Eiko (White)","Cast speed x1.10 for White Magic/Summoning abilities, dualcasts White Magic/Summoning abilities, casts Spirit Attack: Eiko (White) after using two White Magic/Summoning abilities, removed if the user hasn't Zenith Mode","-","-","-","54379"
"Chain Force Mode (Amarant) Counter","Counts the number of times Bond Guidance: Amarant is used, removed after casting Bond Guidance: Amarant two times","-","-","-","54380"
"Ultimate Re-Cure","Grants [HP Stock (3000)] and [Quick Cast 1] when HP falls below 20%","-","-","-","54381"
"Zenith Mode: Maria (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Earth abilities, casts Spirit Attack: Maria (Earth) after using three Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54383"
"Zenith Mode: Galuf (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Galuf (Earth) after using an Earth ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54384"
"Zenith Mode: Guy (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Guy (Earth) after using two Earth abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54385"
"Chain Force Mode (Maria - Earth)","Casts Earth Guidance: Maria after using Earth abilities (max 3 chases)","-","-","-","54386"
"Chain Force Mode (Guy - Earth)","Casts Earth Guidance: Guy after any Earth Chain reaches a count of 50 or 100, removed after casting Earth Guidance: Guy two times","-","-","-","54387"
"Chain Force Mode (Guy - Earth) Counter","Counts the number of times that Earth Guidance: Guy is used, removed after casting Earth Guidance: Guy two times","15","-","-","54388"
"Rockslide VIII Follow-Up","Casts Rockslide VIII when Awoken Earth ends","-","-","-","54389"
"Zenith Mode: Rain","Increases Attach Fire/Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire/Earth abilities, casts Spirit Attack: Rain after using three Fire/Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54400"
"Chain Force Mode (Onion Knight - Fire)","Casts Fire Guidance: Onion Knight after using Fire abilities (max 3 chases)","-","-","-","54402"
"Zenith Mode: Shelke (Lightning)","Cast speed x1.10 for Celerity/Support abilities, dualcasts Celerity abilities, casts Spirit Attack: Shelke (Lightning) after using two Support/Celerity abilities (max 2 chases), removed if the user hasn't Zenith Mode","-","-","-","54408"
"Chain Force Mode (Kain - Lightning)","Casts Lightning Guidance: Kain after any Lightning Chain reaches a count of 50 or 100, removed after casting Lightning Guidance: Kain two times","-","-","-","54409"
"Zenith Mode: Yang (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Yang (Earth) after using two Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54412"
"Zenith Mode: Ursula (Earth)","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Ursula (Earth) after using two Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54413"
"Zenith Mode: Cyan (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire abilities, casts Spirit Attack: Cyan (Fire) after using two Fire abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54414"
"Chain Force Mode (Ursula)","Casts Kindred Guidance: Ursula after any IV Chain reaches a count of 50 or 100, removed after casting Kindred Guidance: Ursula two times","-","-","-","54415"
"Chain Force Mode (Cyan)","Casts Kindred Guidance: Cyan after any IV Chain reaches a count of 50 or 100, removed after casting Kindred Guidance: Cyan two times","-","-","-","54417"
"Awoken Quick Duel Mode","Monk abilities don't consume uses, cast speed x2.00/2.25/2.50/2.75/3.00 for Monk abilities at ability rank 1/2/3/4/5, casts Fast Arts after using a Monk ability","15","-","-","54419"
"Zenith Mode: Zell (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Monk abilities, casts Spirit Attack: Zell (Fire) after using a Monk ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54420"
"Zenith Mode: Josef (Ice)","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Monk abilities, casts Spirit Attack: Josef (Ice) after using a Monk ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54421"
"Zenith Mode: Master (Earth/Fire/Lightning)","Increases Attach Earth/Fire/Lightning damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Monk abilities, casts Spirit Attack: Master (Earth/Fire/Lightning) after using 3 Monk abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54422"
"Zenith Mode: Eight (Ice)","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Ice abilities, casts Spirit Attack: Eight (Ice) after using three Ice abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54423"
"Awoken Calm Might Mode","Monk abilities don't consume uses, dualcasts Monk abilities, chases Monk abilities with Ice Speed Fist","15","-","-","54425"
"Silent Fury Mode","Increases damage of Ice Abilities by 10%/20%/30% after using 0/1/2+ Ice abilities","15","-","-","54426"
"Arcane Dyad Empowered: Reynn","Keeps track of Wish Wishes in Mind uses, removed if user has triggered With Wishes in Mind two times","-","-","-","54427"
"With Wishes in Mind Damage Tracker","Increases With Wishes in Mind level by 1 when user crosses 100001 damage dealt during the status, removed if user hasn't Arcane Dyad Empowered: Reynn","-","-","-","54428"
"With Wishes in Mind Level","Keeps track of With Wishes in Mind Level, initially set at level 0 with a maximum level of 1, removed if user hasn't Arcane Dyad Empowered: Reynn","-","-","-","54429"
"Zenith Mode: Tidus (Water)","Increases Attach Water damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Water abilities, increases damage with Water Abilities by 10%/20%/30% after using 1/2/3+ Water abilities, removed if the user hasn't Zenith Mode","-","-","-","54430"
"Zenith Mode: Rydia (Water)","Increases Attach Water damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Summoning abilities, casts Spirit Attack: Rydia using a Summoning ability (max 3), removed if the user hasn't Zenith Mode","-","-","-","54431"
"Zenith Mode: Meia","Increases Attach Water damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Water abilities, casts Spirit Attack: Meia after using a Water ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54432"
"Zenith Mode: Noctis (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire abilities, casts Spirit Attack: Noctis (Fire) after using Fire abilities, removed if the user hasn't Zenith Mode","-","-","-","54434"
"Zenith Mode: Lunafreya","Increases Attach Water damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Summoning/White abilities, casts Spirit Attack: Lunafreya after using two Holy/Water abilities (max 3), removed if the user hasn't Zenith Mode","-","-","-","54435"
"Zenith Mode: Rikku","Increases Attach Water damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Water abilities, casts Spirit Attack: Rikku after using a Water ability (max 1 chase), removed if the user hasn't Zenith Mode","-","-","-","54437"
"Zenith Mode: Alphinaud","Increases Attach Wind damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Wind abilities, casts Spirit Attack: Alphinaud after using three Wind abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54438"
"Zenith Mode: Prompto","Increases Attach Lightning damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Lightning abilities, casts Spirit Attack: Prompto after using two lightning abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54439"
"Zenith Mode: Enna Kros","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Earth abilities, casts Spirit Attack: Enna Kros after using three Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54440"
"Zenith Mode: Fran","Increases Attach Ice/Lightning damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Ice/Lightning abilities, casts Spirit Attack: Fran after using a Ice/Lightning ability (max 5), removed if the user hasn't Zenith Mode","-","-","-","54441"
"Zenith Mode: Arciela","Increases Attach Ice/Lightning/Water/Wind damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Ice/Lightning/Water/Wind abilities, casts Spirit Attack: Arciela after using two Ice/Lightning/Water/Wind abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54442"
"Chain Force Mode (Noctis  - Fire)","Casts Fire Guidance: Noctis after any Fire Chain reaches a count of 50 or 100, removed after casting Fire Guidance: Noctis two times","15","-","-","54443"
"Chain Force Mode (Rikku - Water)","Casts Water Guidance: Rikku after using a Water ability (max 1)","15","-","-","54446"
"Chain Force Mode (Rydia - Water)","Casts Water Guidance: Rydia after any Water Chain reaches a count of 50 or 100, removed after casting Water Guidance: Rydia two times","15","-","-","54447"
"Awoken Femme Sky Pirate Mode","Ice and Lightning abilities don't consume uses and deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, dualcasts Ice and Lightning abilities","15","-","-","54452"
"Dual Awoken Femme Sky Pirate Mode I","Ice and Lightning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, triplecasts Ice and Lightning abilities, cast speed x2.00 for Ice and Lightning abilities","15","-","Awoken Femme Sky Pirate Mode","54452001"
"Dual Awoken Femme Sky Pirate Mode II","Ice and Lightning abilities deal 5/10/15/20/30% more damage at ability rank 1/2/3/4/5, cast speed x999999 for Ice and Lightning abilities, casts Dual Mist Flow after using Ice or Lightning ability, lasts for 1 turn","-","-","Dual Awoken Femme Sky Pirate Mode I, Awoken Femme Sky Pirate Mode","54452002"
"Zenith Mode: Papalymo","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Fire abilities, casts Spirit Attack: Papalymo after using Fire abilities (max 2), removed if the user hasn't Zenith Mode","-","-","-","54453"
"Zenith Mode: Y'shtola","Increases White Magic healing bonus by 20%, cast speed x1.10 for White Magic/Support abilities, dualcasts White Magic abilities, casts Spirit Attack: Y'shtola after using two White/Support abilities, removed if the user hasn't Zenith Mode","-","-","-","54454"
"Zenith Mode: Minfilia","Cast speed x1.10 for Knight and Support abilities, casts Spirit Attack: Minfilia after using two Knight/Support abilities (Max 2), removed if the user hasn't Zenith Mode","-","-","-","54455"
"Chain Force Mode (Papalymo)","Casts Fire Guidance: Papalymo after using Fire Abilities, removed after casting Fire Guidance: Papalymo 3 times","-","-","-","54456"
"Chain Force Mode (Minfilia)","Casts Kindred Guidance: Minfilia after using Knight or Support abilities (max 1)","-","-","-","54458"
"Natural Cure: Y'shtola","Grants [HP Stock (3000)] and [Quick Cast 1] when HP falls below 20%","-","-","-","54459 "
"Scion's Flare Chase","Grants [Fire +30% Boost 1] after using two fire abilities","-","-","-","54460"
"Zenith Mode: Lightning (Holy)","Increases Attach Holy damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Holy abilities, casts Spirit Attack: Lightning (Holy) after using a Holy ability (max 3), removed if the user hasn't Zenith Mode","-","-","-","54463"
"Zenith Mode: Serah (Water)","Increases Attach Water damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Water abilities, casts Spirit Attack: Serah (Water) using a Water ability (max 5), removed if the user hasn't Zenith Mode","-","-","-","54464"
"Zenith Mode: Nabaat (Dark)","Increases Attach Dark damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Dark abilities, casts Spirit Attack: Nabaat (Dark) after using a Dark ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54465"
"Darkness Gear Follow-Up","Chases dark abilities with Darkness Gear","15","-","-","54466"
"Zenith Mode: Raijin (Lightning)","Increases Attach Lightning damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Lightning abilities, casts Spirit Attack: Raijin (Lightning) after using a Lightning ability (max 1), removed if the user hasn't Zenith Mode","-","-","-","54467"
"Chain Force Mode: Raijin (Lightning)","Casts Lightning Guidance: Raijin after using a Lightning ability (max 1 chase)","15","-","-","54469"
"Chain Force Mode: Ward","Casts Bond Guidance: Ward after any VIII Chain reaches a count of 50 or 100, removed after casting Bond Guidance: Ward two times","15","-","-","54470"
"Chain Force Mode: Ward Counter","Counts the number of times Bond Guidance: Ward has been cast, removed after casing Bond Guidance: Ward two times","-","-","-","54471"
"Lightning Pursuit Mode","Casts [Lightning Pursuit] after using a Lightning ability (max 1 chase)","15","-","-","54472"
"Zenith Mode: Beatrix (Holy)","Increases Attach Holy damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Holy abilities, casts Spirit Guidance: Beatrix (Holy) after using a Holy ability (max 4), removed if the user hasn't Zenith Mode","-","-","-","54473"
"Zenith Mode: Warrior of Light (Holy)","Increases Attach Holy damage bonus by 20%, cast speed x1.10 for PHY attacks, cast speed x9999999 for Holy Abilities (lasts 5 turns), dualcasts Holy abilities, removed if the user hasn't Zenith Mode","-","-","-","54474"
"Zenith Mode: Machina","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Earth abilities, casts Spirit Attack: Machina after using Earth abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54477"
"Zenith Mode: Tellah","Increases Attach Earth damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Earth abilities, casts Spirit Attack: Tellah after using three Earth abilities, removed if the user hasn't Zenith Mode","-","-","-","54478"
"Zenith Mode: Vincent (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY, BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Fire abilities, casts Spirit Attack: Vincent after using three Fire abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54484"
"Zenith Mode: Balthier (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire abilities, casts Spirit Attack: Balthier after using Fire abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54485"
"Zenith Mode: Irvine (Fire)","Increases Attach Fire damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Fire abilities, casts Spirit Attack: Irvine after using Fire abilities, removed if the user hasn't Zenith Mode","-","-","-","54486"
"Awoken Yeti Mode","Unlimited Ice abilities hones, cast speed x2.00/2.25/2.50/2.75/3.00 for Ice abilities at ability rank 1/2/3/4/5, dualcasts Ice abilities","15","-","-","54640"
"Zenith Mode: Celes (Ice)","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Ice abilities, removed if the user hasn't Zenith Mode","-","-","-","54641"
"Zenith Mode: Lasswell (Ice)","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Ice abilities, removed if the user hasn't Zenith Mode","-","-","-","54642"
"Zenith Mode: Umaro","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Ice abilities, casts Spirit Attack: Umaro when any Damage Reduction Barrier is removed (max 5), removed if the user hasn't Zenith Mode","-","-","-","54643"
"Arcane Dyad Empowered: Lasswell","Keeps track of Apex Mirror of Equity: Ice Demon uses, removed if user has triggered Apex Mirror of Equity: Ice Demon two times","-","-","-","54644"
"Apex Mirror of Equity: Ice Demon Damage Tracker","Increases Apex Mirror of Equity: Ice Demon level by 1 when user crosses 100001 and 300001 damage dealt during the status, removed if user hasn't Arcane Dyad Empowered: Lasswell","-","-","-","54645"
"Apex Mirror of Equity: Ice Demon Level","Keeps track of Apex Mirror of Equity: Ice Demon level, initially set at level 0 with a maximum level of 2, removed if user hasn't Arcane Dyad Empowered: Lasswell","-","-","-","54646"
"Zenith Mode: Y'shtola II","Increases Attach Fire/Ice/Lightning/Dark damage bonus by 20%, cast speed x1.10 for BLK, WHT, BLU, SUM and NAT attacks that deal magical damage, dualcasts Black Magic/Witch abilities, casts Spirit Attack: Y'shtola II after using Black Magic/Witch abilities (max 3), removed if the user hasn't Zenith Mode","-","-","-","54647"
"Zenith Mode: Ayame (Ice)","Increases Attach Ice damage bonus by 20%, cast speed x1.10 for PHY attacks, dualcasts Samurai abilities, casts Spirit Attack: Ayame (Ice) after using three Samurai abilities (max 1), removed if the user hasn't Zenith Mode","-","-","-","54648"
"Natural Cure: Elarra"," Grants [HP Stock (6000)] when HP falls below 20%","-","-","-","54650"
"Weapon Chain Counter","Keeps track of the number of uses of Weapon Chain","25","-","-","556"
"Damage *X","Multiplies all damage received by X","-","-","-","558"
"Flame Cannon Counter","Keeps track of the number of uses of Flame Cannon","25","-","-","560"
"Trine Combo Counter","Keeps track of the number of uses of Trine Combo","25","-","-","561"
"Zero Physical Damage","Reduces physical damage received to 0","-","-","-","562"
"Zero Magical Damage","Reduces magical damage received to 0","-","-","-","563"
"Doom Timer -3","Reduces the character's Doom timer by 3 when set","-","-","-","564"
"Thunderfall Counter","Keeps track of the number of uses of Thunderfall","25","-","-","567"
"Lurking Tiger Counter","Keeps track of the number of uses of Lurking Tiger","25","-","-","568"
"Desperate Madness Counter","Keeps track of the number of uses of Desperate Madness","25","-","-","569"
"Draw & Junction Counter","Keeps track of the number of uses of Draw & Junction, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","-","-","-","573"
"High Sentinel","DEF and RES +200%, taunts single-target PHY and BLK attacks","25","-","-","574"
"Armiger Mode","ATK +30%, cast speed x3.00, removed if the user doesn't have any Stoneskin","-","-","-","575"
"EX: Legendary Swordsman","ATK +30%","15","-","-","576"
"High Retaliate","Can't be hit by PHY attacks, counters PHY attacks with an ability (single, 1.20 physical)","15","-","Retaliate","577"
"EX: Magitek","MAG +30%, cast speed x2.00","15","-","-","578"
"EX: Paladin","DEF +100%","15","-","-","579"
"Swift Steel Counter","Keeps track of the number of uses of Swift Steel","25","-","-","580"
"Hornet's Sting Counter","Keeps track of the number of uses of Hornet's Sting","25","-","-","582"
"EX: Blinding","ATK +30%, grants [High Quick Cast 1] after using a Lightning attack","15","-","-","583"
"Oil Bomb Counter","Keeps track of the number of uses of Oil Bomb, removed if the user hasn't Burst Mode, reset upon refreshing Burst Mode","25","-","-","584"
"Shot & Reload Counter","Keeps track of the number of uses of Shot & Reload","25","-","-","585"
"Ace Follow-Up","Casts Ace Follow-Up after using an ability","15","-","-","587"
"EX: Attack Hand","MAG +30%, cast speed x2.00","15","-","-","588"
"EX: Windborn","ATK +30%, grants [High Quick Cast 1] after using a Wind attack","15","-","-","589"
"EX: SeeD","Casts Shattering Finish after using two Spellblade abilities","15","-","-","590"
"Guardian Summon Mode","Used to track whether a Guardian Summon is active, removed after duration expires, Guardian Summon's HP is fully depleted or the associated Guardian Summon Finisher ability is triggered","5","-","-","59001"
"Guardian Summon Party Hide","Temporarily removes the party from the battle while Guardian Summon Mode is active, removed if the party hasn't Guardian Summon Mode","-","-","-","59002"
"EX: Twinstrike","MAG +30%, dualcasts Witch abilities consuming an extra ability use","15","-","-","591"
"EX: Hellhound","Grants [Quick Cast 1] after using a Fire attack","15","-","-","592"
"Hellhound ATK","ATK +30%","15","-","Hellhound MAG","593"
"Hellhound MAG","MAG +30%","15","-","Hellhound ATK","594"
"Fire Cloak","Affects certain Burst Commands, 50% chance of countering enemy PHY attacks with Fiery Retribution","15","-","-","596"
"Chaotic Moon","Grants [High Quick Cast 1] after using a Water attack, casts Lurking Shadow after using a Ninja ability if the user has any Physical Blink","15","-","-","598"
"EX: Light's Blessing","DEF +100%, Knight abilities deal 5% more damage for each Knight ability used, up to +30%","15","-","-","599"
"Dark Bargain","ATK +30%, DEF -30%","-","-","-","6001"
"Magic Bargain","MAG +30%, DEF -30%","-","-","-","6002"
"Combat King","ATK, DEF and RES +30%","-","-","-","6003"
"Hailstorm","ATK +30%, RES -30%","-","-","-","6004"
"Bushido","ATK +30%, RES +25%, Critical chance =50%","-","-","-","6005"
"50% Critical","Critical chance =50%","25","-","-","6006"
"Oathsworn Espada","ATK and DEF +30%","25","-","-","6007"
"Twin Star","ATK +30%, MND +15%, Critical chance =50%","-","-","-","6008"
"MAG +X%","MAG +X%","-","-","All other ""MAG""","601"
"MAG +10% (8s)","MAG +10%","8","-","All other ""MAG""","601000"
"MAG +20% (8s)","MAG +20%","8","-","All other ""MAG""","601010"
"MAG +15% (25s)","MAG +15%","25","-","All other ""MAG""","601013"
"MAG +30% (8s)","MAG +30%","8","-","All other ""MAG""","601020"
"MAG +40% (8s)","MAG +40%","8","-","All other ""MAG""","601030"
"MAG +50% (25s)","MAG +50%","25","-","All other ""MAG""","601044"
"Meikyo Shisui","ATK and RES +30%","25","-","-","6011"
"Intervention","ATK +30%, DEF +50%","-","-","-","6013"
"Lingering Spirit","MAG +30%, RES -30%","-","-","-","6014"
"Desperate Madness","DEF -50%, RES -25%","30","-","-","6015"
"100% Critical","Critical chance =100%","25","-","-","6016"
"Thirsting Blade","ATK +35%, DEF -35%","25","-","-","6018"
"Heartless Angel","ATK +50%, DEF and RES -15%","25","-","-","6019"
"MND +X%","MND +X%","-","-","All other ""MND""","602"
"MND +10% (8s)","MND +10%","8","-","All other ""MND""","602000"
"MND +20% (8s)","MND +20%","8","-","All other ""MND""","602010"
"MND +30% (8s)","MND +30%","8","-","All other ""MND""","602020"
"MND +40% (8s)","MND +40%","8","-","All other ""MND""","602030"
"MND +50% (8s)","MND +50%","8","-","All other ""MND""","602040"
"MND +50% (15s)","MND +50%","15","-","All other ""MND""","602032"
"MND -30% (8s)","MND -30%","8","-","-","602121"
"Stitch in Time","ATK and MAG +30%, DEF -30%","20","-","-","6020"
"Cover Boost","DEF and RES +100%, MND +50%","25","-","-","6021"
"Aura of Darkness","ATK +30%, MND -30%","25","-","-","6023"
"Iai Bargain","MND +30%, DEF and RES -30%","25","-","-","6024"
"100% Critical 2","Critical chance =100%, lasts for 2 turns","-","-","-","6025"
"Warlord Mode 1","Critical chance =50%","15","-","Warlord Mode 2, Warlord Mode 3","6026"
"Warlord Mode 2","Critical chance =75%","15","-","Warlord Mode 1, Warlord Mode 3","6027"
"Warlord Mode 3","Critical chance =100%","15","-","Warlord Mode 1, Warlord Mode 2","6028"
"75% Critical (25s)","Critical chance =75%","25","-","-","6029"
"ATK +X%","ATK +X%","-","-","All other ""ATK""","603"
"75% Critical 3","Critical chance =75%, lasts for 3 turns","-","-","-","6030"
"ATK +10% (8s)","ATK +10%","8","-","All other ""ATK""","603000"
"ATK +20% (8s)","ATK +20%","8","-","All other ""ATK""","603010"
"ATK +15% (25s)","ATK +15%","25","-","All other ""ATK""","603013"
"ATK +30% (8s)","ATK +30%","8","-","All other ""ATK""","603020"
"ATK +40% (8s)","ATK +40%","8","-","All other ""ATK""","603030"
"ATK +50% (25s)","ATK +50%","25","-","All other ""ATK""","603043"
"100% Critical 4","Critical chance =100%, lasts for 4 turns","-","-","-","6031"
"75% Critical (15s)","Critical chance =75%","15","-","-","6033"
