"Character","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID"
"Jecht","Final Transformation","","Jecht Stream","PHY","Single enemy","Physical","2.16","Dark, NE","1.65","Four single ranged attacks (0.54 each)","Y","Lowest HP% enemy","50","Monk","ジェクトストリーム","30510211"
"Jecht","Final Transformation","","Jecht Bomber","PHY","All enemies","Physical","1.50","Dark, NE","1.65","Two group ranged attacks (0.75 each)","Y","All enemies","50","Monk","ジェクトボマー","30510212"
"Jecht","Wound Up","","Eagle Talons","PHY","Single enemy","Physical","2.16","Fire, NE","0.83","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Monk","イーグルラッシュ","30512671"
"Jecht","Wound Up","","Rising Fist","PHY","Single enemy","Physical","1.95","Fire, NE","1.65","Three single attacks (0.65 each), grants [Monk +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Monk","ライジングフィスト","30512672"
"Braska","Trine Summoning","","Ifrit","SUM","Self","","","","1.65","Grants [Lingering Spirit] to the user for 20 seconds, grants [Summon Ifrit] to the user","N","Self","50","Summoning","イフリート召喚","30511631"
"Braska","Trine Summoning","","Ifrit (S)","SUM","All enemies","Magical","17.00","Fire, NE","1.65","Four group attacks (4.25 each), minimum damage 1100, removes [Summon Ifrit] to the user","N","All enemies","50","Summoning","イフリート召喚","30511631"
"Braska","Trine Summoning","","Eternal Prayer","SUM","Single enemy","Magical","7.96","Fire, NE","1.65","Four single attacks (1.99 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","永遠への願い","30511632"
"Braska","Trine Summoning","","Eternal Prayer (S)","SUM","Single enemy","Magical","9.95","Fire, NE","1.65","Five single attacks (1.99 each), minimum damage 1100","N","Lowest HP% enemy","50","Summoning","永遠への願い","30511632"
"Paine","Grand Storm","","Aqua Storm","PHY","Single enemy","Physical","2.52","Water, Wind","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Spellblade","アクアストーム","30511341"
"Paine","Grand Storm","","Aqua Terra","PHY","Single enemy","Physical","2.52","Water, Earth","1.65","Four single attacks (0.63 each)","Y","Lowest HP% enemy","50","Spellblade","アクアグラウンド","30511342"
"Paine","Whelmen","","Aqua Slash","PHY","Single enemy","Physical","2.16","Water, NE","1.65","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Spellblade","アクアスラッシュ","30512461"
"Paine","Whelmen","","Aqua Drive","PHY","Single enemy","Physical","1.68","Water, NE","1.65","Three single attacks (0.56 each), grants [Spellblade +15% Boost 3] to the user","Y","Lowest HP% enemy","50","Spellblade","アクアドライブ","30512462"
"Seymour","Anima's Pain","","Death's Release","BLK","Single enemy","Magical","8.68","Dark, NE","1.65","Four single attacks (2.17 each), causes [Instant KO] (9%)","Y","Lowest HP% enemy","50","Black Magic","死色の救済","30510791"
"Seymour","Anima's Pain","","Mortisunder","BLK","All enemies","Magical","6.08","Dark, NE","1.65","Two group attacks (3.04 each), causes [Slow] (16%)","Y","All enemies","50","Black Magic","幻光天破","30510792"
"Seymour","Guado Grudge","","Thirst for Destruction","BLK","Single enemy","Magical","13.20","Dark, NE","1.65","Six single attacks (2.20 each), damages the user for 35% max HP","Y","Lowest HP% enemy","50","Black Magic","破滅の願望","30512171"
"Seymour","Guado Grudge","","Grave Vengeance","BLK","Self","","","","1.65","Grants [Phantom Regen] to the user, grants [Magic Bargain] to the user for 20 seconds","N","Self","50","Black Magic","死人の怨念","30512172"
"Shantotto","Play Rough",""," Fire Play","BLK","Single enemy","Magical","8.00","Lightning, Fire","0.83","Four single attacks (2.00 each)","Y","Lowest HP% enemy","50","Black Magic","ブチ切れファイア","30510991"
"Shantotto","Play Rough","","Ice Play","BLK","Single enemy","Magical","8.00","Lightning, Ice","0.83","Four single attacks (2.00 each)","Y","Lowest HP% enemy","50","Black Magic","ブチ切れブリザド","30510992"
"Ayame","Meikyo Shisui","","Chillfang Blade","PHY","Single enemy","Physical","1.88","Ice, NE","0.83","Four single attacks (0.47 each)","Y","Lowest HP% enemy","50","Samurai","刀極技・凍牙","30510501"
"Ayame","Meikyo Shisui","","Icewyrm Blade","PHY","All enemies","Physical","1.30","Ice, NE","1.65","Two group attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Samurai","刀秘技・氷龍","30510502"
"Curilla","Intervention","","Requiescat","PHY","Single enemy","Physical","2.32","Holy, NE","1.65","Four single attacks (0.58 each), grants [High Regen] to the user for 25 seconds","Y","Lowest HP% enemy","50","Knight","レクイエスカット","30510511"
"Curilla","Intervention","","Blade of Uriel","PHY","All enemies","Physical","1.50","Holy, NE","1.65","Two group attacks (0.75 each), grants [Sentinel] to the user for 25 seconds","Y","All enemies","50","Knight","ウリエルブレード","30510512"
"Prishe","Nullifying Dropkick","","Spin Combo","PHY","Single enemy","Physical","2.40","NE","1.65","3/4/5/6 single attacks (0.80 each) at 1/2/3 different Monk abilities used, reset","Y","Lowest HP% enemy","50","Monk","スピンコンボ","30511261"
"Prishe","Nullifying Dropkick","","Headlong Tackle","PHY","Single enemy","Physical","2.20","NE","1.65","Four single attacks (0.55 each), grants [Dark Bargain] to the user","Y","Lowest HP% enemy","50","Monk","ライジングタックル","30511262"
"Lion","Walk the Plank","","Broken Blade","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [ATK -40%] for 15 seconds","Y","Random enemy","50","Thief","ブレイクエッジ","30511271"
"Lion","Walk the Plank","","Fraying Guard","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [DEF -40%] for 15 seconds","Y","Random enemy","50","Thief","ガードステッチ","30511272"
"Aphmau","Realignment","","Activate","WHT","Single ally","","","","1.65","Restores HP (60), grants [Summon Activate] to the user","Y","Lowest HP% ally","50","White Magic","アクティベート","30511761"
"Aphmau","Realignment","","Activate (S)","WHT","Single enemy","Magical","10.48","Lightning, NE","1.65","Four single attacks (2.62 each), restores HP (60) to the lowest HP% ally, removes [Summon Activate] to the user","Y","Lowest HP% enemy","50","White Magic","アクティベート","30511761"
"Aphmau","Realignment","","Light Maneuver","WHT","All allies","","","","1.65","Restores HP (25)","Y","All allies","50","White Magic","ライトマニューバ","30511762"
"Aphmau","Realignment","","Light Maneuver (S)","WHT","Single enemy","Magical","10.28","Lightning, NE","1.65","Two single attacks (5.14 each), restores HP (25) to all allies","Y","Lowest HP% enemy","50","White Magic","ライトマニューバ","30511762"
"Zeid","Abyssal Strike","","Nether Void","PHY","Single enemy","Physical","1.96","Dark, NE","1.65","Four single attacks (0.49 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Darkness","ネザーヴォイド","30511771"
"Zeid","Abyssal Strike","","Desperate Strike","PHY","All enemies","Physical","1.30","Dark, NE","1.65","Two group attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","Lowest HP% enemy","50","Darkness","デスペレートブロー","30511772"
"Lilisette","Vivifying Waltz","","Gust Slash","PHY","Single enemy","Physical","1.80","Lightning, Wind","0.83","One single attack (1.80), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Dancer","ガストスラッシュ","30513301"
"Lilisette","Vivifying Waltz","","Divine Waltz","NAT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","Dancer","ディバインワルツ","30513302"
"Vaan","Ark Blast","","Addle","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [MAG -50%] for 15 seconds","Y","Random enemy","50","Support","魔攻破壊","30510172"
"Vaan","Ark Blast","","Expose","PHY","Single enemy","Physical","2.00","NE","0.83","One single attack (2.00), [DEF -40%] for 15 seconds","Y","Random enemy","50","Support","防御破壊","30510171"
"Balthier","Gatling Gun","","Mud Shot","PHY","Single enemy","Physical","2.30","NE","1.65","Two single ranged attacks (1.15 each), 1.40 multiplier if the target has Blind, causes [Blind] (60%)","Y","Random enemy without status","60","Machinist","ソイルショット","30510231"
"Balthier","Gatling Gun","","Wyrmfire Shot","PHY","Single enemy","Physical","2.44","Fire, NE","1.65","Four single ranged attacks (0.61 each)","Y","Lowest HP% enemy","50","Machinist","ナパームショット","30510232"
"Balthier","Spark of Change","","Oil Bomb","PHY","Single enemy","Physical","0.60","Fire, NE","1.65","Two single ranged attacks (0.30 each), 25% chance to cause [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","50","Machinist","オイルボム","30511601"
"Balthier","Spark of Change","","Flame Ignition","PHY","Single enemy","Physical","0.96","Fire, NE","1.65","Four single ranged attacks (0.24/0.54/0.84/1.20 each) scaling with Oil Bomb uses","Y","Lowest HP% enemy","50","Machinist","フレイムラプチャー","30511602"
"Fran","Gaze of the Void","","Gleaming Wyrmfang","PHY","Single enemy","Physical","2.40","NE","1.65","Two single ranged attacks (1.20 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Support","竜牙閃","30510981"
"Fran","Gaze of the Void","","Paling Breaker","PHY","Single enemy","Physical","2.40","NE","1.65","Two single ranged attacks (1.20 each), [RES -50%] for 15 seconds","Y","Random enemy without status","50","Support","崩魔壁","30510982"
"Fran","Thundering Hail","","Icebolt Steelbane","PHY","Single enemy","Physical","2.20","Ice, Lightning","1.65","Two single ranged attacks (1.10 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Support","氷雷攻落","30512681"
"Fran","Thundering Hail","","Icebolt Runebane","PHY","Single enemy","Physical","2.20","Ice, Lightning","1.65","Two single ranged attacks (1.10 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","氷雷魔崩","30512682"
"Basch","Shining Ray","","Blade of Doom","PHY","Single enemy","Physical","2.08","Holy","1.65","Four single attacks (0.52 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Knight","滅魔の刃","30510961"
"Basch","Shining Ray","","Beacon of Light","PHY","All enemies","Physical","1.30","Holy, NE","1.65","Two group attacks (0.65 each), grants [Retaliate] to the user for 15 seconds","Y","All enemies","50","Knight","破邪の舞","30510962"
"Ashe","Dusk's Decree","","Cleansing Storm","BLK","Single enemy","Magical","10.52","Lightning","1.65","Four single attacks (2.63 each), restores HP (60) to the user","Y","Lowest HP% enemy","50","Black Magic","清浄なる雷光","30510361"
"Ashe","Dusk's Decree","","Rumbling Flash","BLK","All enemies","Magical","6.28","Lightning, NE","1.65","Two group attacks (3.14 each)","Y","All enemies","50","Black Magic","轟きの閃光","30510362"
"Penelo","Evanescence","","Divine Twist","WHT","Single enemy","Magical","10.52","Holy","1.65","Four single attacks (2.63 each), [MND +15%] to the user for 25 seconds","Y","Lowest HP% enemy","50","White Magic","ホーリーステップ","30510371"
"Penelo","Evanescence","","Mending Dance","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","癒しのダンス","30510372"
"Penelo","Resurrection","","White Regen","WHT","Single ally","Magical","4.00","Holy","1.65","Restores HP (105), grants [High Regen], damages undeads","Y","Lowest HP% ally","50","White Magic","ホワイトリジェネ","30512151"
"Penelo","Resurrection","","Healing Waltz","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","ヒールワルツ","30512161"
"Gabranth","Innocence","","Judge's Rondo","PHY","Single enemy","Physical","1.88","Dark, NE","0.83","Four single attacks (0.47 each)","Y","Lowest HP% enemy","50","Combat","ジャッジ・ロンド","30510951"
"Gabranth","Innocence","","Blood Trial","PHY","Single enemy","Physical","2.20","Dark, NE","1.65","One single attack (2.20), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","50","Darkness","ジャッジ・ブラッド","30510952"
"Larsa","Life Crystal","","Quiet Contemplation","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","白眉の静思","30511311"
"Larsa","Life Crystal","","Sign of Integrity","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","廉潔の証明","30511312"
"Vayne","Force of Will","","Hand of Empire","PHY","Single enemy","Physical","1.88","Dark, NE","1.65","Four single attacks (0.47 each), restores HP to the user for 25% of the user's maximum HP","Y","Lowest HP% enemy","50","Monk","明王掌","30510971"
"Vayne","Force of Will","","Culling of Darkness","BLK","Single enemy","Magical","8.40","Dark, NE","1.65","Four single attacks (2.10 each), restores HP to the user for 25% of the user's maximum HP","Y","Lowest HP% enemy","50","Black Magic","冥天破","30510972"
"Reks","Whitefall","","Elemental Strike","PHY","Single enemy","Physical","2.40","Lightning, Ice","1.65","Four single attacks (0.60 each), 0.75 multiplier if exploiting elemental weakness","Y","Lowest HP% enemy","50","Spellblade","エレメントドライブ","30511591"
"Reks","Whitefall","","Healing Edge","PHY","Single enemy","Physical","2.32","NE","1.65","Four single attacks (0.58 each), restores HP to the lowest HP% ally for 25% of their maximum HP","Y","Lowest HP% enemy","50","Knight","ヒールエッジ","30511592"
"Lightning","Requiem of the Goddess","","Flourish of Steel","PHY","Single enemy","Physical","1.84","NE","1.65","Four single attacks (0.46 each), 80% additional critical chance, causes [Stun] (9%)","Y","Lowest HP% enemy","50","Combat","連閃","30510041"
"Lightning","Requiem of the Goddess","","Skyward Swing","PHY","All enemies","Physical","1.26","NE","1.65","Two group attacks (0.63 each), 80% additional critical chance, causes [Slow] (16%)","Y","All enemies","50","Combat","天臨","30510042"
"Lightning","Focused Bolts","","Azure Lightning","PHY","Single enemy","Physical","1.88","Lightning, NE","0.83","Four single attacks (0.47 each)","Y","Lowest HP% enemy","50","Combat","紫電","30511051"
"Lightning","Focused Bolts","","Thunderclap","PHY","All enemies","Physical","1.20","Lightning, NE","0.83","Two group attacks (0.60 each)","Y","All enemies","50","Combat","迅雷","30511052"
"Snow","Here We Go!","","Icy Revenge","PHY","Single enemy","Physical","2.16","Ice, NE","1.65","Four single attacks (0.54 each), ATK increases as HP decreases","Y","Lowest HP% enemy","50","Monk","リベンジフロスト","30510731"
"Snow","Here We Go!","","Frost Charge","PHY","Single enemy","Physical","2.40","Ice, NE","1.65","Three single attacks (0.80 each), grants [Oathsworn Espada] to the user for 20 seconds","Y","Lowest HP% enemy","50","Monk","アイシクルチャージ","30510732"
"Snow","A Hero Rides","","Frost Drive","PHY","Single enemy","Physical","2.44","Ice","1.65","Four single attacks (0.61 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Monk","フロストドライブ","30511821"
"Snow","A Hero Rides","","Spinning Diamond","PHY","All enemies","Physical","1.50","Ice, NE","1.65","Two group attacks (0.75 each), [DEF +50%] to the user for 20 seconds","Y","All enemies","50","Monk","ダイヤモンドターン","30511822"
"Vanille","Transcendent Dream","","Light Eternal","WHT","Single enemy","Magical","10.60","Holy","1.65","Two single attacks (5.30 each), [RES -30%] for 25 seconds","Y","Lowest HP% enemy","50","White Magic","久遠の光印","30510401"
"Vanille","Transcendent Dream","","Breath of Vitality","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","命脈の息吹","30510402"
"Vanille","Shifting Worlds","","Splendorous Blessing","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (80), damages undeads, grants [High Regen]","Y","Lowest HP% enemy","50","White Magic","極彩の恵み","30512791"
"Vanille","Shifting Worlds","","Future's Omen","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","未来への兆し","30512792"
"Sazh","Choco-Chick Blues","","Protect Puncture","PHY","Single enemy","Physical","2.10","NE","1.65","One single ranged attack (2.10), [ATK and DEF -20%] for 15 seconds","Y","Random enemy","50","Support","デプロテショット","30511041"
"Sazh","Choco-Chick Blues","","Shell Shatter","PHY","Single enemy","Physical","2.10","NE","1.65","One single ranged attack (2.10), [MAG and RES -20%] for 15 seconds","Y","Random enemy","50","Support","デシェルショット","30511042"
"Hope","Divine Judgment","","Purification","BLK","Single enemy","Magical","8.96","Holy, NE","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","鎧袖一触【XIII】","30510191"
"Hope","Divine Judgment","","Obliterator","BLK","Single enemy","Magical","10.48","Earth, NE","1.65","Four single attacks (2.62 each)","Y","Lowest HP% enemy","50","Black Magic","金剛掌","30510192"
"Hope","Explosive Fist","","Alexander","SUM","All enemies","","","","1.65","Causes [Slow] (29%), removes positive effects, grants [Summon Alexander] to the user","N","All enemies","50","Summoning","アレキサンダー召喚","30511121"
"Hope","Explosive Fist","","Alexander (S)","SUM","All enemies","Magical","17.00","Holy, NE","1.65","Four group attacks (4.25 each), minimum damage 1100, removes [Summon Alexander] to the user","N","All enemies","50","Summoning","アレキサンダー召喚","30511121"
"Hope","Explosive Fist","","Divine Judge","BLK","Single enemy","Magical","10.00","Holy, NE","1.65","Four single attacks (2.50 each)","Y","Lowest HP% enemy","50","Black Magic","聖裁","30511122"
"Hope","Explosive Fist","","Divine Judge (S)","BLK","Single enemy","Magical","10.00","Holy, NE","1.65","Four single attacks (2.50 each), causes [Stun] (15%)","Y","Lowest HP% enemy","50","Black Magic","聖裁","30511122"
"Fang","Megaflare","","Dragon Claws","PHY","Single enemy","Physical","2.16","Wind, NE","1.65","Four single attacks (0.54 each)","Y","Lowest HP% enemy","50","Dragoon","ドラゴンクロー","30510241"
"Fang","Megaflare","","Whirlwind","PHY","All enemies","Physical","1.50","Wind, NE","1.65","Two group attacks (0.75 each)","Y","All enemies","50","Dragoon","エアリアルレイヴ","30510242"
"Fang","Raging Whirlwind","","Seething Winds","PHY","Single enemy","Physical","2.08","Wind","1.65","Four single attacks (0.52 each), five attacks if exploiting elemental weakness","Y","Lowest HP% enemy","50","Combat","猛り舞う風","30511581"
"Fang","Raging Whirlwind","","Biting Winds","PHY","All enemies","Physical","1.30","Wind, NE","1.65","Two group attacks (0.65 each), grants [Dark Bargain] to the user for 20 seconds","Y","All enemies","50","Combat","牙を剥く風","30511582"
"Serah","Moonfrost Arrows","","Ice Burst","BLK","Single enemy","Magical","8.96","Ice, NE","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","アイシクルフラッド","30510421"
"Serah","Moonfrost Arrows","","Raging Blizzard","BLK","All enemies","Magical","6.28","Ice, NE","1.65","Two group attacks (3.14 each)","Y","All enemies","50","Black Magic","ブリザードストーム","30510422"
"Serah","Eternity Unpromised","","Artemis Shot","BLK","Single enemy","Magical","8.00","Ice, NE","0.83","Four single attacks (2.00 each)","Y","Lowest HP% enemy","50","Black Magic","アルテミスショット","30512191"
"Serah","Eternity Unpromised","","Artemis Spin","BLK","All enemies","Magical","5.78","Ice, NE","0.83","Two group attacks (2.89 each)","Y","All enemies","50","Black Magic","アルテミスターン","30512192"
"Cid Raines","Metamorphose","","Shining Moment","BLK","Single enemy","Magical","8.80","Dark, Holy","1.65","Four single attacks (2.20 each), grants [Magical Instant Cast 1] to the user","Y","Lowest HP% enemy","50","Black Magic","刹那の輝き","30510741"
"Cid Raines","Metamorphose","","Lingering Spirit","BLK","All enemies","Magical","7.80","Dark, Holy","1.65","Two group attacks (3.90 each), grants [Lingering Spirit] to the user for 20 seconds","Y","All enemies","50","Black Magic","魂の残滓","30510742"
"Noel","Meteor Javelin","","Arc Edge","PHY","Single enemy","Physical","2.30","NE","1.65","One single attack (2.30), [ATK -40%] for 15 seconds","Y","Random enemy","50","Support","バウンスエッジ","30510411"
"Noel","Meteor Javelin","","Butterfly Sting","PHY","Single enemy","Physical","2.30","NE","1.65","One single attack (2.30), [MAG -50%] for 15 seconds","Y","Random enemy","50","Support","バタフライスティング","30510412"
"Noel","Hunter's Rimefang","","Icicle Bite","PHY","Single enemy","Physical","1.56","Ice, NE","1.65","3/4/5/6 single attacks (0.52 each) scaling with uses","Y","Lowest HP% enemy","50","Combat","アイシクルバイト","30512471"
"Noel","Hunter's Rimefang","","Frost Form","PHY","Single enemy","Physical","1.88","Ice, NE","1.65","Four single attacks (0.47 each), grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Combat","フロストフォーム","30512472"
"Noel","Break Frost","","Icicle Break","PHY","Single enemy","Physical","1.80","Ice, NE","0.83","One single ranged attack (1.80), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Support","アイシクルブレイク","30512801"
"Noel","Break Frost","","Rime Magic","PHY","Single enemy","Physical","1.80","Ice, NE","0.83","One single ranged attack (1.80), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","フロストマジック","30512802"
"Nabaat","Sacrifice Pawn","","Harsh Punishment","BLK","Single enemy","Magical","8.96","Dark, NE","1.65","Four single attacks (2.24 each)","Y","Lowest HP% enemy","50","Black Magic","苛烈なお仕置き","30511571"
"Nabaat","Sacrifice Pawn","","Fiendish Smile","BLK","All enemies","Magical","6.08","Dark, NE","1.65","Two group attacks (3.04 each), 20% chance to cause [Imperil Dark 10%] for 15 seconds","Y","All enemies","50","Black Magic","魔性の微笑み","30511572"
"Y'shtola","Asylum","","Tetragrammaton","WHT","Single ally","Magical","4.00","Holy","0.01","Restores HP (105), damages undeads","Y","Lowest HP% ally","50","White Magic","テトラグラマトン","30510671"
"Y'shtola","Asylum","","Medica","WHT","All allies","Magical","2.00","Holy","1.65","Restores HP (25), damages undeads","Y","All allies","50","White Magic","メディカ","30510672"
"Thancred","Kassatsu Katon","","Duality","PHY","Single enemy","Physical","1.50","Fire, NE","1.65","Three single attacks (0.50 each), six attacks if the user has any Physical Blink","Y","Lowest HP% enemy","50","Ninja","一双","30510681"
"Thancred","Kassatsu Katon","","Shade Shift","PHY","Single enemy","Physical","1.80","Fire, NE","1.65","Two single attacks (0.90 each), grants [Physical Blink 1] to the user","Y","Lowest HP% enemy","50","Ninja","残影","30510682"
"Thancred","Fang of the Serpent","","Hornet's Sting","PHY","Single enemy","Physical","1.00","Poison, NE","0.83","Two single attacks (0.50 each)","Y","Lowest HP% enemy","50","Ninja","蜂毒","30511621"
"Thancred","Fang of the Serpent","","Unending Assault","PHY","Single enemy","Physical","1.80","Poison, NE","0.83","4/5/6/7/8 single attacks (0.45/0.58/0.72/0.88/1.10 each) scal. with Hornet's Sting uses, 0/5/10/15/25% add. critical chance, reset","Y","Lowest HP% enemy","50","Ninja","夢幻連段","30511622"
"Thancred","Kassatsu Doton","","Shade Shift Aeolian Edge","PHY","Single enemy","Physical","1.50","Earth, NE","0.83","Two single ranged attacks (0.75 each), grants [Physical Blink 1] to the user","Y","Lowest HP% enemy","50","Ninja","残影旋風刃","30512781"
"Thancred","Kassatsu Doton","","Armor Crush Throwing Dagger","PHY","Single enemy","Physical","1.66","Earth, NE","0.83","One single ranged attack (1.66 each), smart ether 1 to the user","Y","Lowest HP% enemy","50","Ninja","強甲破投刃","30512782"
"Yda","Forbidden Chakra","","Snap Punch","PHY","Single enemy","Physical","2.32","Fire, NE","1.65","Four single attacks (0.58 each), grants [Greased Lightning 1/2/3/3] to the user if the user has Greased Lightning 0/1/2/3","Y","Lowest HP% enemy","50","Monk","崩拳","30510691"
"Yda","Forbidden Chakra","","Fists of Earth","NAT","Self","","","","1.65","Grants [Stoneskin: 30%]","Y","Self","50","Monk","金剛の構え","30510692"
"Papalymo","Enochian Firaja","","Astral Fire","BLK","Single enemy","Magical","12.00","Fire, NE","1.65","3/4/5/6 single attacks (2.00 each) at 720/1123/1193 MAG","Y","Lowest HP% enemy","50","Black Magic","アストラルファイア","30510701"
"Papalymo","Enochian Firaja","","Flare Conversion","BLK","All enemies","Magical","6.18","Fire, NE","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","コンバートフレア","30510702"
"Alphinaud","Aerial Blast","","Wind Blade","SUM","Single enemy","Magical","7.64","Wind, NE","1.65","Four single attacks (1.91 each), grants [Instant Cast 1] to the user","N","Lowest HP% enemy","50","Summoning","ウィンドブレード","30510721"
"Alphinaud","Aerial Blast","","Aetherflow","SUM","Single enemy","Magical","8.56","Wind, NE","1.65","Two single attacks (4.28 each), smart ether 1 to the user","N","Lowest HP% enemy","50","Summoning","エーテルフロー","30510722"
"Minfilia","The Echo","","Rage of Halone","PHY","Single enemy","Physical","1.76","Holy, NE","1.65","Two single attacks (0.88 each), [ATK -40%] for 15 seconds","Y","Random enemy without status","50","Support","レイジ・オブ・ハルオーネ","30510711"
"Minfilia","The Echo","","Glory Slash","PHY","Single enemy","Physical","1.76","Holy, NE","1.65","Two single attacks (0.88 each), [MAG -50%] for 15 seconds","Y","Random enemy without status","50","Support","グローリースラッシュ","30510712"
"Minfilia","Scion's Guidance","","Goring Blade","PHY","Single enemy","Physical","2.32","Holy, NE","1.65","Four single attacks (0.58 each), grants [Knight +15% Boost 2] to the user","Y","Lowest HP% enemy","50","Knight","ゴアブレード","30512771"
"Minfilia","Scion's Guidance","","Full Swing","PHY","Single enemy","Physical","2.00","Holy, NE","1.65","Two single attacks (1.00 each), removes positive effects","Y","Lowest HP% enemy","50","Knight","フルスイング","30512772"
"Cid (XIV)","Grenado Shot","","Shoot & Reload","PHY","Single enemy","Physical","2.06","Earth, NE","1.65","One single ranged attack (2.06)","Y","Lowest HP% enemy","50","Machinist","ショット&リロード","30511611"
"Cid (XIV)","Grenado Shot","","Split Shot","PHY","Single enemy","Physical","2.12","Earth, NE","1.65","Four single ranged attacks (0.53 each), 0/10/30/100% chance to cause [Imperil Earth 10%] scaling with Shoot & Reload uses, reset","Y","Lowest HP% enemy","50","Machinist","スプリットショット","30511612"
"Ysayle","Shiva: Diamond Dust","","Avalanche","BLK","Single enemy","Magical","6.87","Ice, NE","1.65","Three single attacks (2.29 each), grants [Magical Quick Cast 3] to the user","Y","Lowest HP% enemy","50","Black Magic","アバランチ","30512291"
"Ysayle","Shiva: Diamond Dust","","Absolute Zero","BLK","All enemies","Magical","6.18","Ice, NE","1.65","Two group attacks (3.09 each), grants [Magic Bargain] to the user for 20 seconds","Y","All enemies","50","Black Magic","絶対零度","30512292"
"Haurchefant","Time of Need","","Shield Swipe","PHY","Single enemy","Physical","2.20","Holy, Ice","1.65","Two single attacks (1.10 each), [ATK -40%] for 15 seconds","Y","Lowest HP% enemy","50","Knight","シールドスワイプ","30512271"
"Haurchefant","Time of Need","","Spirits Within","PHY","Single enemy","Physical","2.20","Holy, Ice","1.65","Two single attacks (1.10 each), [MAG -50%] for 15 seconds","Y","Lowest HP% enemy","50","Knight","スピリッツウィズイン","30512272"
"Estinien","The Azure Dragoon","","Blood of the Dragon","NAT","Self","","","","1.65","Grants [Jump +15% Boost 3] and [Blood of the Dragon]","Y","Self","50","Dragoon","蒼の竜血","30512281"
"Estinien","The Azure Dragoon","","Blood of the Dragon (S)","PHY","Single enemy","Physical","1.96","Wind, Dark","1.65","Two single ranged jump attacks (0.98 each), grants [No Air Time 4] to the user, removes [Blood of the Dragon] to the user","Y","Lowest HP% enemy","50","Dragoon","蒼の竜血","30512281"
"Estinien","The Azure Dragoon","","Fang and Claw","PHY","Single enemy","Physical","2.08","Wind, Dark","1.65","Four single ranged jump attacks (0.52 each)","Y","Lowest HP% enemy","50","Dragoon","竜牙竜爪","30512282"
"Estinien","The Azure Dragoon","","Fang and Claw (S)","PHY","Single enemy","Physical","2.60","Wind, Dark","1.65","Five single ranged jump attacks (0.52 each)","Y","Lowest HP% enemy","50","Dragoon","竜牙竜爪","30512282"
"Noctis","Kings of Old","","Death Drop","PHY","Single enemy","Physical","1.90","NE","1.65","Two single attacks (0.95 each), grants [High Quick Cast 2] to the user","Y","Lowest HP% enemy","50","Combat","シフトレイド","30511781"
"Noctis","Kings of Old","","Point-Warp","NAT","Self","","","","1.65","Grants [Stoneskin: 30%], smart ether 1","Y","Self","50","Combat","マップシフト","30511782"
