"Type","Target","Formula","Multiplier","Element","Time","Effects","Auto Target","SB","Max","ID"
"NAT","Single","Magical","4.20","-","1.65","One single attack (4.20)","Lowest HP% enemy","60","10","30241001"
"NAT","All allies","","","","1.65","[ATK +15%] for 25 seconds","All allies","65","10","30241002"
"NAT","All enemies","","","","1.50","Causes [Sleep] (20%)","All enemies","60","10","30241011"
"NAT","All allies","","","","1.65","[MAG +15%] for 25 seconds","All allies","65","10","30241021"
"NAT","All allies","","","","1.65","Grants [Shell]","All allies","75","10","30241031"
"NAT","All allies","","","","1.65","Grants [Protect]","All allies","75","10","30241041"
"NAT","All allies","","","","1.65","Grants [High Regen]","All allies","85","10","30241061"
"NAT","All allies","","","","1.65","Grants [Magical Quick Cast 3]","All allies","100","10","30241071"
"NAT","All allies","","","","1.65","Grants [Hymn MAG +10%/20%/30%/40%/50%], grants [Mystic Bard 1/2/3/4/4] to the user if the user has Mystic Bard 0/1/2/3/4","All allies","85","10","30241081"
"NAT","All allies","","","","1.65","Grants [Hymn ATK +10%/20%/30%/40%/50%], grants [Battle Bard 1/2/3/4/4] to the user if the user has Battle Bard 0/1/2/3/4","All allies","85","10","30241091"
"NAT","All allies","","","","1.65","Grants [Hymn MND +10%/20%/30%/40%/50%], grants [Sacred Bard 1/2/3/4/4] to the user if the user has Sacred Bard 0/1/2/3/4","All allies","85","10","30241101"
"NAT","All allies","","","","1.65","Grants [Critical Chance 10%/20%/30%/40%/50%] for 10 seconds, grants [Tactical Bard 1/2/3/4/4] to the user if the user has Tactical Bard 0/1/2/3/4","All allies","85","10","30241111"
"NAT","Single enemy","Magical","10.32","Holy, NE","1.65","Three single attacks (3.44 each), grants [10% Damage Reduction Barrier 1] to all allies every second activation","Lowest HP% enemy","90","10","30241121"
"NAT","All enemies","","","","1.65","Removes [Haste], grants [Physical Quick Cast 2] to all allies","All enemies","100","10","30241131"
"NAT","All allies","","","","1.65","Restores 1500 HP, grants [10% Damage Reduction Barrier 1]","All allies","100","10","30241141"
"NAT","All allies","","","","1.65","Restores 1000 HP, grants [Hymn of Healing ATK and MAG +5%/10%/20%/30%], grants [Performance 1/2/3/3] to the user if the user has Performance 0/1/2/3","All allies","100","10","30241151"
"NAT","All allies","","","","1.65","Grants [HP Stock (1500)], grants [Magical High Quick Cast 1] every second activation","All allies","100","10","30241161"
"NAT","All allies","","","","1.65","Grants [111% Quick Cast 1]/[125% Quick Cast 1]/[142% Quick Cast 1]/[166% Quick Cast 1]/[Quick Cast 1], grants [Wanderer 1/2/3/4/4] to the user if the user has Wanderer 0/1/2/3/4","All allies","100","10","30241171"
"NAT","All enemies","","","","1.65","[DEF -30%] for 15 seconds","All enemies","65","10","30251021"
"NAT","All enemies","","","","1.65","[DEF -40%] for 15 seconds","All enemies","75","10","30251022"
"NAT","All enemies","","","","1.65","[RES -30%] for 15 seconds","All enemies","65","10","30251031"
"NAT","All enemies","","","","1.65","[RES -50%] for 15 seconds","All enemies","75","10","30251032"
"NAT","All enemies","","","","1.65","[ATK -30%] for 15 seconds","All enemies","65","10","30251041"
"NAT","All enemies","","","","1.65","[ATK -40%] for 15 seconds","All enemies","75","10","30251042"
"NAT","All enemies","","","","1.80","Causes [Stop] (70%)","All enemies","75","10","30251051"
"NAT","All enemies","","","","1.65","[MAG -30%] for 15 seconds","All enemies","65","10","30251061"
"NAT","All enemies","","","","1.65","[MAG -50%] for 15 seconds","All enemies","75","10","30251062"
"NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -30%] for 15 seconds","All enemies","85","10","30251071"
"NAT","All enemies","","","","1.65","[DEF and RES -50%] for 10 seconds","All enemies","85","10","30251081"
"NAT","All enemies","","","","1.65","[ATK and MAG -50%] for 10 seconds","All enemies","85","10","30251091"
"NAT","All enemies","","","","1.65","[ATK, DEF, MAG and RES -50% (10s)], restores 500/600/700/800/1000 HP to all allies at 1/2/3/4/5 uses, resets if KO'd","All enemies","100","10","30251101"
"NAT","All allies","","","","1.65","Restores 1000 HP, grants [War Dance ATK and MAG +5%/10%/20%/30%], grants [Proficiency 1/2/3/3] to the user if the user has Proficiency 0/1/2/3","All allies","100","10","30251111"
"NAT","All enemies","","","","1.65","Causes [ATK and MAG -50% (8s)], restores 1500 HP to all allies","All enemies","100","10","30251121"
"NAT","All allies","","","","1.65","Restores 1500 HP, grants [Warrior Dancer MAG +5%/10%/20%/30%], grants [Warrior Dancer 1/2/3/3] to the user if the user has Warrior Dancer 0/1/2/3","All allies","100","10","30251131"
"NAT","All enemies","","","","1.65","Causes [DEF and RES -50% (8s)], grants [HP Stock (1000)] to all allies","All enemies","100","10","30251141"
"NAT","All allies","","","","1.65","Restores 800/1100/1400/1700/2000 HP scaling with uses","All allies","100","10","30251161"
"NAT","All enemies","","","","1.65","Causes [DEF and RES -50% (8s)], grants [HP Stock (1000)] to all allies","All enemies","100","10","30251151"
"NAT","All enemies","","","","1.65","Causes [ATK, DEF and MAG -50% (8s)], restores 1500 HP to all allies","All enemies","100","10","30251171"
"NAT","All allies","","","","?","Restores HP (?)","All allies","?","10","30251181"
"PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Blind, causes [Blind] (60%)","Random enemy without status","75","10","30261011"
"PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Silence, causes [Silence] (60%)","Random enemy without status","75","10","30261021"
"PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Poison, causes [Poison] (60%)","Random enemy without status","75","10","30261031"
"PHY","Single enemy","Physical","1.90","-","1.65","One single ranged attack (1.90), 2.40 multiplier if the target has Confuse, causes [Confuse] (60%), doesn't remove Confuse","Random enemy without status","75","10","30261041"
"PHY","All enemies","Physical","2.40","Poison","1.65","Two group ranged attacks (1.20 each), causes [Poison] (20%)","All enemies","75","10","30261051"
"PHY","All enemies","Physical","3.00","Poison, NE","1.65","Three group ranged attacks (1.00/1.15/1.25/1.35 each) if the target has 0/1/2/3 ailments","All enemies","90","10","30261061"
"PHY","Random enemies","Physical","3.50","-","1.65","Ten group ranged attacks (0.35 each)","Random enemies","100","10","30261071"
"PHY","Single enemy","Physical","3.42","Lightning","1.65","Six single ranged attacks (0.57 each)","Lowest HP% enemy","75","10","30261081"
"PHY","Single enemy","Physical","2.00","Lightning","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Lightning 10%] for 15 seconds","Lowest HP% enemy","75","10","30261091"
"PHY","Single enemy","Physical","2.00","Ice","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Ice 10%] for 15 seconds","Lowest HP% enemy","75","10","30261101"
"PHY","Single enemy","Physical","2.00","Fire","1.65","Two single ranged attacks (1.00 each), 35% chance to cause [Imperil Fire 10%] for 15 seconds","Lowest HP% enemy","75","10","30261111"
"PHY","Single enemy","Physical","3.42","Fire","1.65","Six single ranged attacks (0.57 each)","Lowest HP% enemy","75","10","30261121"
"PHY","Single enemy","Physical","3.42","Ice","1.65","Six single ranged attacks (0.57 each)","Lowest HP% enemy","75","10","30261131"
"PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Fire 10%] for 15 seconds","Lowest HP% enemy","90","10","30261141"
"PHY","Single enemy","Physical","3.40","Ice","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Ice 10%] for 15 seconds","Lowest HP% enemy","90","10","30261151"
"PHY","Single enemy","Physical","3.40","Lightning","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Lightning 10%] for 15 seconds","Lowest HP% enemy","90","10","30261161"
"NAT","Single enemy","Hybrid","-","Fire","1.65","Six single hybrid ranged attacks (1.10 or 3.50 each)","Lowest HP% enemy","90","10","30261171"
"PHY","Single enemy","Physical","4.40","Fire, Lightning, Ice","1.65","Five single ranged attacks (0.88 each)","Lowest HP% enemy","90","10","30261181"
"PHY","Single enemy","Physical","3.00","Fire, Ice, Lightning","1.65","Three single ranged attacks (1.00 each), causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Lowest HP% enemy","90","10","30261201"
"NAT","Single enemy","Hybrid","-","Lightning, NE","1.65","Six single hybrid ranged attacks (1.10 or 3.50 each), removes [Haste] every second activation","Lowest HP% enemy","90","10","30261211"
"PHY","Single enemy","Physical","5.95","Lightning","1.65","Seven single ranged attacks (0.85 each)","Lowest HP% enemy","90","10","30261191"
"PHY","Single enemy","Physical","5.50","Ice","1.65","Five group ranged attacks (0.92~1.10 scaling with targets), causes [Imperil Ice 10% (5s)] every second activation","Lowest HP% enemy","90","10","30261221"
"PHY","Single enemy","Physical","5.95","Fire","1.65","Seven single ranged attacks (0.85 each)","Lowest HP% enemy","90","10","30261231"
"PHY","Single enemy","Physical","3.00","Poison, Fire, Lightning","1.65","Three single ranged attacks (1.00 each), causes [Imperil Poison 10% (5s)], [Imperil Fire 10% (5s)] and [Imperil Lightning 10% (5s)]","Lowest HP% enemy","90","10","30261241"
"PHY","Single enemy","Physical","6.60","Lightning","1.65","Six single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30261251"
"PHY","Single enemy","Physical","3.00","Fire, Earth, Wind, Poison","1.65","Three single ranged attacks (1.00 each), causes [Imperil Fire 10% (5s)], [Imperil Earth 10% (5s)], [Imperil Wind 10% (5s)] and [Imperil Poison 10% (5s)]","Lowest HP% enemy","90","10","30261261"
"PHY","Single enemy","Physical","3.40","Poison","1.65","Four single ranged attacks (0.85 each), 50% chance to cause [Imperil Poison 10%] for 15 seconds","Lowest HP% enemy","90","10","30261271"
"PHY","Single enemy","Physical","5.95","Fire","1.65","Seven single ranged attacks (0.85 each)","Lowest HP% enemy","90","10","30261281"
"PHY","Single enemy","Physical","5.95","Water","1.65","Seven single ranged attacks (0.85 each)","Lowest HP% enemy","90","10","30261291"
"PHY","Single enemy","Physical","5.50","Lightning","0.01","Five single ranged attacks (1.10 each)","Lowest HP% enemy","70","10","30261301"
"PHY","Single enemy","Physical","7.10","Lightning","1.65","One single ranged attack (7.10) capped at 99999","Lowest HP% enemy","90","10","30261321"
"PHY","Single enemy","Physical","5.50","Poison, Fire, Lightning","1.65","Five single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30261311"
"PHY","Single enemy","Physical","5.50","Fire, Ice, Lightning","1.65","Five single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30261341"
"PHY","Single enemy","Physical","4.00","Lightning","1.65","Four single ranged attacks (1.00 each), grants [Machinist Quick Cast 2] to the user","Lowest HP% enemy","90","10","30261331"
"PHY","Single enemy","Physical","5.50","Fire","1.65","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)]","Lowest HP% enemy","90","10","30261351"
"PHY","Single enemy","Physical","3.00","Fire, Ice, Lightning","1.65","Three single attacks (1.00 each), grants [Buff Fire 10% (15s)], [Buff Ice 10% (15s)] and [Buff Lightning 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","10","30261361"
"PHY","Single enemy","Physical","?","Ice","?","Seven single ranged attacks (? each)","Lowest HP% enemy","?","10","30261391"
"PHY","Single enemy","Physical","?","Lightning","?","Four single ranged attacks (? each), grants [Buff Lightning 10% (15s)] to all allies every third activation","Lowest HP% enemy","?","10","30261371"
"PHY","Single enemy","Physical","?","Lightning","?","Five single ranged attacks (? each), causes [Imperil Lightning 10% (5s)]","Lowest HP% enemy","?","10","30261381"
"PHY","Single","Physical","2.20","Dark","1.65","One single attack (2.20), grants [Dark Bargain] to the user for 20 seconds","Lowest HP% enemy","70","10","30271001"
"PHY","Single","Physical","3.80","Dark","1.65","Four single attacks (0.95 each), damages the user for 15% max HP","Lowest HP% enemy","75","10","30271011"
"BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.50 multiplier if the user has any Doom","Lowest HP% enemy","75","10","30271021"
"BLK","Single","Magical","8.00","Dark","1.65","One single attack (8.00), causes [Doom: 45] to the user, [MAG +30%] to the user for 50 seconds","Lowest HP% enemy","70","10","30271031"
"PHY","Single","Physical","1.80","Dark","1.65","One single attack (1.80), causes [Doom: 45] to the user, [ATK +30%] to the user for 50 seconds","Lowest HP% enemy","70","10","30271041"
"PHY","Single","Physical","2.20","Dark","1.65","Four single attacks (0.55 each), 1.00 multiplier if the user has any Doom","Lowest HP% enemy","75","10","30271051"
"BLK","Single","Magical","9.00","Dark","1.65","Four single attacks (2.25 each), 3.80 multiplier if the user has any Doom, causes [Doom Timer -3] to the user","Lowest HP% enemy","75","10","30271061"
"BLK","Single","Magical","10.40","Dark","1.65","Four single attacks (2.60 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","75","10","30271071"
"PHY","Single","Physical","4.40","Dark","1.65","3/4/5 single attacks (0.88 each) if the user's Doom timer is below 20/5","Lowest HP% enemy","75","10","30271081"
"BLK","Single","Magical","15.00","Dark","1.65","3/4/5 single attacks (3.00 each) if the user's Doom timer is below 20/5","Lowest HP% enemy","75","10","30271091"
"PHY","Single enemy","Physical","3.00","Dark","1.65","Four single attacks (0.75 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","75","10","30271101"
"PHY","Single enemy","Physical","4.40","Dark","1.65","Four single attacks (1.10 each), damages the user for 25% max HP","Lowest HP% enemy","75","10","30271111"
"NAT","Single enemy","Hybrid","-","Dark","1.65","Three single hybrid attacks (0.64 or 2.64 each), 25% chance to cause [Imperil Dark 10%] for 15 seconds","Lowest HP% enemy","75","10","30271121"
"PHY","Single enemy","Physical","5.35","Dark","1.65","Five single attacks (1.07 each), damages the user for 25/15/5% max HP scaling with 0/1/2 uses","Lowest HP% enemy","90","10","30271131"
"BLK","Single enemy","Magical","18.90","Dark","1.65","5/6 single attacks (3.15 each) if the user's Doom timer is below 20, causes [Doom: 45] and [Doom Timer -1] to the user","Lowest HP% enemy","90","10","30271141"
"NAT","Single enemy","Hybrid","-","Dark","1.65","Three single hybrid attacks (0.90 or 3.44 each), causes [Imperil Dark 10%] for 15 seconds every second activation","Lowest HP% enemy","90","10","30271151"
"PHY","Single enemy","Physical","5.60","Dark","1.65","Seven single attacks (0.80 each)","Lowest HP% enemy","60","10","30271161"
"BLK","Single enemy","Magical","21.00","Dark","1.65","Six single attacks (3.50 each)","Lowest HP% enemy","90","10","30271171"
"PHY","All enemies","Physical","5.94","Dark","1.65","Six group ranged attacks (0.99~1.18 scaling with targets), damages the user for 10% max HP","All enemies","90","10","30271181"
"BLK","Single enemy","Magical","18.15","Dark","1.65","Five single attacks (3.63 each), damages the user for 25/15/5% max HP scaling with 0/1/2 uses","Lowest HP% enemy","90","10","30271191"
"BLK","Single enemy","Magical","17.50","Dark","1.65","Five single attacks (3.50 each), grants [HP Stock (3000)] to the user","Lowest HP% enemy","90","10","30271201"
"NAT","Single enemy","Magical","-","Dark, Holy","1.65","Five single hybrid attacks (3.50 or 3.55 each)","Lowest HP% enemy","90","10","30271211"
"PHY","Single enemy","Physical","6.60","Dark","1.65","Six single attacks (1.10 each), 100% hit rate","Lowest HP% enemy","90","10","30271231"
"PHY","Single enemy","Physical","5.50","Dark","1.65","Five single attacks (1.10 each), heals the user for 20% of the damage dealt","Lowest HP% enemy","90","10","30271221"
"PHY","Single enemy","Physical","5.50","Dark, Fire","1.65","Five group ranged attacks (0.92~1.10 scaling with targets)","All enemies","90","10","30271251"
"PHY","Single enemy","Physical","5.50","Dark, Fire","1.65","Five single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30271241"
"BLK","Single enemy","Magical","21.00","Dark, Poison","1.65","Six single attacks (3.50 each), causes [MND -30% (8s)] to the user","Lowest HP% enemy","90","10","30271261"
"BLK","Single","Magical","22.50","Dark","1.65","One single attack (22.50) capped at 99999","Lowest HP% enemy","90","10","30271271"
"PHY","Single enemy","Physical","5.50","Dark","1.65","Five single ranged attacks (1.10 each), grants [ATK +30%, DEF and RES -30% (8s)] to the user","Lowest HP% enemy","90","10","30271281"
"BLK","Single enemy","Magical","21.00","Dark, Holy","1.65","Six single attacks (3.50 each), causes [Doom: 45] to the user","Lowest HP% enemy","90","10","30271291"
"BLK","Single","Magical","17.50","Dark","0.01","Five single attacks (3.50 each)","Lowest HP% enemy","70","10","30271301"
"PHY","Single enemy","Physical","5.50","Dark","1.65","Five single ranged attacks (1.10 each), causes [Imperil Dark 10% (5s)]","Lowest HP% enemy","90","10","30271311"
"NAT","Single enemy","Hybrid","-","Dark","1.65","Six single hybrid attacks (1.10 or 3.50 each)","Lowest HP% enemy","90","10","30271321"
"PHY","Single enemy","Physical","6.60","Dark","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30271331"
"PHY","Single enemy","Physical","5.50","Dark","1.65","Five single attacks (1.10 each), grants [HP Stock (3000)] to the user","Lowest HP% enemy","90","10","30271341"
"BLK","Single","Magical","17.50","Dark, Lightning","1.65","Five single attacks (3.50 each)","Lowest HP% enemy","90","10","30271351"
"PHY","Single enemy","Physical","6.60","Dark","1.65","Six single attacks (1.10 each)","Lowest HP% enemy","90","10","30271361"
"PHY","Single enemy","Physical","3.40","Water","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Lowest HP% enemy","75","10","30281001"
"PHY","All enemies","Physical","1.50","Water","1.65","One group ranged attack (1.50), 1.70 multiplier when equipping a ranged weapon","All enemies","70","10","30281011"
"PHY","Single enemy","Physical","2.10","Water","1.65","One single ranged attack (2.10), 2.35 multiplier when equipping a ranged weapon","Lowest HP% enemy","70","10","30281021"
"PHY","Single enemy","Physical","3.40","Ice","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Lowest HP% enemy","75","10","30281051"
"PHY","Single enemy","Physical","3.40","Fire","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Lowest HP% enemy","75","10","30281061"
"PHY","All enemies","Physical","1.50","Fire","1.65","One group ranged attack (1.50), 1.70 multiplier when equipping a ranged weapon","All enemies","70","10","30281071"
"PHY","Single enemy","Physical","4.75","Water","1.65","Five single ranged attacks (0.95 each), 1.05 multiplier when equipping a ranged weapon","Lowest HP% enemy","90","10","30281101"
"PHY","Single enemy","Physical","4.75","Ice","1.65","Five single ranged attacks (0.95 each), 1.05 multiplier when equipping a ranged weapon","Lowest HP% enemy","90","10","30281111"
"PHY","Single enemy","Physical","3.20","Fire, Water, Ice","1.65","Four single ranged attacks (0.80 each), 0.90 multiplier when equipping a ranged weapon, grants [Sharpshooter Quick Cast 2] to the user","Lowest HP% enemy","90","10","30281112"
"PHY","Single enemy","Physical","4.75","Fire","1.65","Five single ranged attacks (0.95 each), 1.05 multiplier when equipping a ranged weapon","Lowest HP% enemy","90","10","30281131"
"PHY","Single enemy","Physical","3.40","Dark","1.65","Four single ranged attacks (0.85 each), 0.95 multiplier when equipping a ranged weapon","Lowest HP% enemy","70","10","30281151"
"PHY","Single enemy","Physical","4.75","Dark","1.65","Five single ranged attacks (0.95 each), 1.05 multiplier when equipping a ranged weapon","Lowest HP% enemy","90","10","30281141"
"PHY","Single enemy","Physical","6.60","Water","1.65","Five single ranged attacks (1.10 each), followed by one single ranged attack (1.10) with additional 20% critical damage","Lowest HP% enemy","90","10","30281161"
"PHY","Single enemy","Physical","6.60","Ice, Water","3.30","Six single ranged attacks (1.10 each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with uses","Lowest HP% enemy","90","10","30281171"
"PHY","Single enemy","Physical","4.00","Ice, Lightning","1.65","Four single ranged attacks (1.00 each), causes [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Lowest HP% enemy","90","10","30281181"
"PHY","Single enemy","Physical","4.00","Water","1.65","Four single ranged attacks (1.00 each), grants [Buff Water 10% (15s)] to all allies every third activation","Lowest HP% enemy","90","10","30281191"
"PHY","Single enemy","Physical","5.50","Dark, Fire","1.65","Four single ranged attacks (1.10 each), followed by one single ranged attack (1.10) with additional 20% critical damage","Lowest HP% enemy","90","10","30281201"
"PHY","Single enemy","Physical","5.50","Fire","1.65","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)]","Lowest HP% enemy","90","10","30281211"
"PHY","Single enemy","Physical","5.50","Fire, Ice, Water","1.65","Four single ranged attacks (1.10 each), followed by one single ranged attack (1.10) with additional 20% critical damage","Lowest HP% enemy","90","10","30281221"
"PHY","Single enemy","Physical","4.00","Dark","1.65","Four single ranged attacks (1.00 each), causes [Imperil Dark 10% (5s)], grants [Sharpshooter Quick Cast 2] (50% chance)/restores 1000 HP to the lowest HP% ally and removes [Poison], [Blind] and [Sleep] from lowest HP% ally (50% chance)","Lowest HP% enemy","90","10","30281231"
"PHY","Single enemy","Physical","5.50","Fire, Lightning","3.30","Five single ranged attacks (1.10 each), causes [Imperil Fire 10% (5s)] and [Imperil Lightning 10% (5s)]","Lowest HP% enemy","90","10","30281241"
"PHY","Single enemy","Physical","6.60","Water","1.65","Six single ranged attacks (1.10 each)","Lowest HP% enemy","90","10","30281251"
"PHY","Single enemy","Physical","?","Ice, Lightning","?","Six single ranged attacks (? each), cast time 3.30/2.90/2.475/2.075/1.65 scaling with uses","Lowest HP% enemy","?","10","30281261"
"PHY","Single enemy","Physical","4.40","Dark, Fire","1.65","Four single ranged attacks (1.10 each), grants [Sharpshooter Quick Cast 2] to the user","Lowest HP% enemy","90","10","30281271"
"PHY","Single enemy","Physical","4.40","Fire","1.65","Four single ranged attacks (1.10 each), grants [Sharpshooter Quick Cast 2] to the user","Lowest HP% enemy","90","10","30281281"
"BLK","Single","Magical","12.00","Lightning","2.60","Six single attacks (2.00 each)","Lowest HP% enemy","75","10","30301001"
"BLK","Single","Magical","12.00","Ice","2.60","Six single attacks (2.00 each)","Lowest HP% enemy","75","10","30301011"
"BLK","Single","Magical","5.20","Lightning","1.65","Two single attacks (2.60 each), grants [Magical Quick Cast 1] to the user","Lowest HP% enemy","70","10","30301021"
"BLK","Single","Magical","5.20","Ice","1.65","Two single attacks (2.60 each), grants [Magical Quick Cast 1] to the user","Lowest HP% enemy","70","10","30301031"
"BLK","Single","Magical","15.60","Lightning","2.60","Six single attacks (2.60 each)","Lowest HP% enemy","90","10","30301041"
"BLK","Single","Magical","15.60","Ice","2.60","Six single attacks (2.60 each)","Lowest HP% enemy","90","10","30301051"
"BLK","Single","Magical","6.90","Lightning","1.65","Three single attacks (2.30 each), grants [Magical Quick Cast 1] to the user","Lowest HP% enemy","75","10","30301061"
"BLK","Single","Magical","6.90","Ice","1.65","Three single attacks (2.30 each), grants [Magical Quick Cast 1] to the user","Lowest HP% enemy","75","10","30301071"
"BLK","Single","Magical","17.10","Ice, Earth","2.60","Six single attacks (2.85 each)","Lowest HP% enemy","90","10","30301081"
"BLK","Single enemy","Magical","15.60","Fire","2.60","Six single attacks (2.60 each)","Lowest HP% enemy","90","10","30301091"
"BLK","Single","Magical","17.10","Fire, Ice, Lightning, Dark","2.60","Six single attacks (2.85 each)","Lowest HP% enemy","90","10","30301101"
"BLK","Single enemy","Magical","19.95","Lightning","2.60","Seven single attacks (2.85 each)","Lowest HP% enemy","90","10","30301111"
"BLK","Single enemy","Magical","13.20","Ice, Dark","1.65","Four single attacks (3.30 each), grants [High Quick Cast 1] to the user","Lowest HP% enemy","90","10","30301121"
"BLK","Single","Magical","17.10","Ice, Water, Lightning","2.60","Six single attacks (2.85 each)","Lowest HP% enemy","90","10","30301131"
"BLK","Single","Magical","17.10","Fire, Ice, Lightning","2.60","Six single attacks (2.85 each)","Lowest HP% enemy","90","10","30301141"
"BLK","Single","Magical","15.60","Earth","2.60","Six single attacks (2.60 each)","Lowest HP% enemy","90","10","30301151"
"BLK","Single","Magical","14.80","Earth","1.65","Four single attacks (3.70 each), grants [Magical Quick Cast 2] to the user","Lowest HP% enemy","90","10","30301161"
"BLK","Single","Magical","14.80","Fire, Ice, Lightning","1.65","Four single attacks (3.70 each), grants [Magical Quick Cast 2] to the user","Lowest HP% enemy","90","10","30301171"
"BLK","Single","Magical","15.60","Dark","2.60","Six single attacks (2.60 each)","Lowest HP% enemy","90","10","30301181"
"BLK","Single","Magical","14.80","Dark","1.65","Four single attacks (3.70 each), grants [Magical Quick Cast 2] to the user","Lowest HP% enemy","90","10","30301191"
"PHY","Single enemy","Physical","2.20","Earth, Dark","1.65","Four single attacks (0.55 each), grants [Heavy Charge +1] to the user","Lowest HP% enemy","75","10","30311001"
"PHY","Single enemy","Physical","1.50","-","1.65","One single attack (1.50), grants [Heavy Charge +1] to the user","Lowest HP% enemy","75","10","30311011"
"PHY","Single enemy","Physical","7.04","Earth","1.65","3/4/8 single attacks (1.00/1.00/0.88 each) at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","75","10","30311021"
"PHY","All enemies","Physical","5.28","Earth","1.65","1/2/6 group attacks (2.25/1.50/0.88 each) at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","All enemies","75","10","30311031"
"PHY","Single enemy","Physical","7.04","Dark","1.65","3/4/8 single attacks (1.00/1.00/0.88 each) at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","75","10","30311041"
"PHY","All enemies","Physical","5.28","Dark","1.65","1/2/6 group attacks (2.25/1.50/0.88 each) at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","All enemies","75","10","30311051"
"PHY","Single enemy","Physical","7.00","Earth","1.65","One single attack (3.00/4.00/7.00) capped at 99999 at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","75","10","30311061"
"PHY","Single enemy","Physical","7.00","Dark","1.65","One single attack (3.00/4.00/7.00) capped at 99999 at Heavy Charge 0/1/2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","75","10","30311071"
"PHY","Single enemy","Physical","7.04","Earth","1.65","4/5/8 single attacks (1.00/1.00/0.88 each) at Heavy Charge 0/1/2, causes [Imperil Earth 10%] at Heavy Charge 2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","90","10","30311081"
"PHY","Single enemy","Physical","7.04","Dark","1.65","4/5/8 single attacks (1.00/1.00/0.88 each) at Heavy Charge 0/1/2, causes [Imperil Dark 10%] at Heavy Charge 2, causes [Heavy Charge =0] to the user","Lowest HP% enemy","90","10","30311091"
"PHY","Single enemy","Physical","6.60","Earth","3.30","Six single attacks (1.10 each), grants [Heavy Charge +1] to the user, cast time 3.30/2.475/1.65 scaling with uses","Lowest HP% enemy","90","10","30311101"
"PHY","Single enemy","Physical","6.60","Dark","3.30","Six single attacks (1.10 each), grants [Heavy Charge +1] to the user, cast time 3.30/2.475/1.65 scaling with uses","Lowest HP% enemy","90","10","30311111"
"PHY","Single enemy","Physical","5.70","Earth, Dark","1.65","Three single attacks (1.20/1.50/1.90 each) at Heavy Charge 0/1/2, causes [Heavy Charge -1] to the user","Lowest HP% enemy","90","10","30311121"
"PHY","Single enemy","Physical","6.25","Earth","1.65","Five single attacks (1.15/1.20/1.25) at Heavy Charge 0/1/2","Lowest HP% enemy","90","10","30311131"
"PHY","Single enemy","Physical","","Dark","1.65","4/5/6 single attacks (?/?/? each) at Heavy Charge 0/1/2, causes [Imperil Dark 10% (5s)], causes [Heavy Charge -1] to the user","Lowest HP% enemy","90","10","30311141"
